21511,-16,-2,-17,
21511,-16,-2,-17,
21511,3,-2,-17,
21511,3,-21,-17,
21492,-16,-2,-17,
21511,3,-2,-17,
21511,3,-2,-17,
21492,-16,-2,-17,
21511,3,-2,-17,
21492,3,-2,-17,
21511,-16,-2,-17,
21492,3,-2,-17,
21511,3,-2,-17,
21473,-16,-2,2,
21473,-16,-2,-17,
21492,3,17,-17,
21511,-16,-2,-17,
21473,3,-2,-17,
21492,3,-2,-17,
21473,3,-2,-36,
21492,3,-2,-17,
21492,-16,-2,-36,
21492,3,-2,-17,
21492,-16,-2,-17,
21473,3,-2,-17,
21492,3,-2,-36,
21492,-16,-2,-17,
21492,22,-2,-17,
21492,3,-2,-17,
21473,3,-2,-17,
21492,3,-2,-17,
21492,3,-21,-17,
21511,-16,-2,-17,
21473,3,-2,-17,
21455,-16,-2,-17,
21492,3,-2,-17,
21492,3,-2,-36,
21492,3,17,2,
21511,3,-2,-17,
21473,-16,-2,-17,
21473,3,-2,-17,
21492,3,-2,-17,
21473,-16,-2,-17,
21492,3,-2,2,
21436,3,-2,-17,
21455,3,-21,-17,
21492,3,-21,-17,
21492,-16,-2,-17,
21492,3,-2,-17,
21473,22,-2,-17,
21473,3,-2,-17,
21473,3,-21,-17,
21492,-16,-2,-17,
21492,3,-2,-17,
21455,3,-2,-17,
21455,-16,-2,-17,
21473,22,-2,-17,
21473,3,-21,-17,
21492,3,-2,-17,
21436,-16,-21,-17,
21473,22,-2,-17,
21455,22,-2,-17,
21473,3,-2,-17,
21492,3,-2,-17,
21473,3,-21,-17,
21473,22,-2,-17,
21473,3,-2,2,
21473,-16,-2,-17,
21473,3,-2,-17,
21492,3,-2,-17,
21473,3,-2,-17,
21473,3,-21,-17,
21473,3,-2,-17,
21473,3,-2,-17,
21492,3,17,-17,
21473,3,-2,-17,
21492,3,-2,-17,
21473,-16,-2,-17,
21473,3,-2,-17,
21473,3,-2,-17,
21473,22,-21,-17,
21473,3,-2,-17,
21473,3,-2,-17,
21473,3,-2,-17,
21492,3,-21,-17,
21473,3,-2,2,
21511,-16,-2,-17,
21436,-16,-2,-17,
21473,22,-2,-17,
21473,-16,-2,-17,
21492,3,-2,-17,
21455,3,-2,-17,
21473,3,-21,-17,
21492,3,-2,-17,
21455,3,-2,-17,
21473,3,-21,-17,
21473,3,-2,-17,
21473,-16,-2,-17,
21473,3,17,-17,
21473,-16,-21,-17,
21473,3,-2,2,
21455,3,-2,-17,
21473,3,-2,-17,
21473,3,-2,-17,
21455,3,-2,-17,
21473,3,-2,-17,
21492,3,-2,-17,
21473,3,-21,-17,
21473,-16,-2,-17,
