noise_1_channel	noise_2_channel	noise_3_channel	noise_4_channel	amp_channel	trig_channel
-12737	1	-18	-19	47	2284
-18152	1	-18	0	65	9524
13474	1	-18	0	28	1229
-32767	1	-18	-19	65	10109
32767	1	-18	0	9	1436
-32767	1	-18	-19	65	8619
32767	-18	-18	-19	65	4094
-32767	-18	-18	-19	28	5452
26683	1	1	0	65	6998
-25625	1	-18	-19	28	3133
-2377	1	1	-19	28	8958
303	1	-18	0	47	1700
-31682	20	-18	-19	47	9958
26136	1	-18	-19	28	1021
-32767	1	-18	0	28	9731
32767	1	-18	-19	47	2586
-32767	1	-18	-19	47	7111
32767	1	-18	0	9	5640
-32767	1	-18	0	28	4207
13097	-18	1	-19	47	8110
-13039	1	1	-19	47	2284
-17718	20	1	-19	28	9524
13115	1	-18	-19	65	1247
-32767	1	-18	-19	47	10165
32767	1	1	-19	65	1398
-32767	1	-18	-19	47	8581
32767	1	-18	-19	47	4075
-32767	20	-18	-19	47	5603
27023	1	-18	-19	28	7017
-26116	1	-18	-19	47	3114
-1962	1	-18	-19	47	8902
-339	20	1	-19	28	1738
-31286	1	-18	-19	47	9977
25683	20	-18	-19	65	1021
-32767	1	-18	0	47	9694
32767	1	-18	0	47	2586
-32767	-18	1	0	65	7092
32767	20	1	0	65	5584
-32767	1	-18	-19	47	4170
13304	-18	1	0	65	8110
-13208	1	-18	0	47	2322
-17454	1	1	0	47	9543
12946	1	-18	0	28	1266
-32767	1	-18	-19	9	10109
32767	1	-18	-19	47	1417
-32767	1	-37	0	47	8600
32767	1	-18	-19	28	3981
-32767	1	1	0	47	5527
27079	-18	-18	-19	28	7017
-26097	1	1	-19	84	3114
-2075	1	1	0	47	8902
-113	1	-18	-19	28	1681
-31380	1	-18	-19	47	9939
25909	1	-18	-19	65	1059
-32767	1	1	-19	65	9731
32767	1	-18	-19	65	2473
-32767	1	1	0	65	7073
32767	1	1	-19	47	5640
-32767	1	-18	-19	28	4189
13172	-18	-18	-19	65	8053
-13227	1	1	0	28	2322
-17549	1	-18	-19	47	9581
13115	1	-18	-19	28	1285
-32767	1	-18	-19	28	10109
32767	-18	-18	0	47	1436
-32767	1	-18	0	65	8600
32767	-18	-37	-19	28	4170
-32767	1	-18	0	28	5527
26796	1	-18	-19	65	6998
-25738	1	-18	-19	47	3133
-2490	-18	-18	-19	28	8940
-18	20	-18	-19	47	1700
-31682	1	-18	-19	28	9977
26174	1	-18	0	47	1040
-32767	1	-18	-19	28	9694
32767	1	-18	0	47	2548
-32767	1	-18	-19	47	7017
32767	-18	-18	-19	28	5640
-32767	-18	-18	0	65	4170
12776	-18	-18	-19	28	8129
-12888	1	-18	-19	28	2322
-17983	-18	-18	0	28	9524
13493	1	-18	-19	28	1247
-32767	1	-18	-19	47	10127
32767	1	-18	0	28	1436
-32767	-18	-18	0	47	8544
32767	1	-18	0	28	4075
-32767	-18	-18	-19	47	5508
26551	-18	-18	-19	65	7092
-25455	1	-18	-19	28	3076
-2698	1	-18	-19	28	8940
359	1	-18	-19	47	1719
-31758	1	-18	0	65	9977
26192	1	-18	-19	47	1040
-32767	1	1	-19	65	9675
32767	-18	1	0	47	2567
-32767	1	1	-19	65	7035
32767	1	1	-19	47	5678
-32767	1	-18	-19	47	4170
12738	1	-18	-19	28	8110
-12850	1	-18	-19	9	2322
-17983	-18	-18	0	47	9543
13304	1	-18	-19	65	1229
-32767	1	-18	-19	47	10127
32767	1	-18	-19	28	1492
-32767	1	-18	-19	47	8581
32767	1	-18	0	9	4075
-32767	1	-18	0	28	5452
26702	1	1	-19	65	7017
-25663	1	1	-19	47	3133
-2471	-18	1	0	28	8940
20	1	-18	0	65	1719
-31645	1	-18	-19	47	9977
26041	1	1	0	47	1040
-32767	1	-18	-19	28	9675
32767	1	-18	-19	28	2529
-32767	1	1	-19	28	7017
32767	1	1	-19	47	5659
-32767	1	-18	0	65	4226
13172	-18	-18	-19	47	8072
-13190	1	1	-19	47	2303
-17605	1	-18	0	47	9543
13172	-18	-18	-19	28	1247
-32767	1	-18	0	47	10127
32767	1	-18	-19	47	1379
-32767	1	-18	0	28	8563
32767	1	-18	-19	65	4075
-32767	1	1	-19	47	5565
26909	1	-18	-19	47	7017
-26002	1	-18	-19	47	3133
-2075	-18	-37	0	28	8940
-150	1	-18	0	28	1738
-31380	1	-18	-19	28	9958
25853	1	1	-19	28	1059
-32767	1	-18	-19	9	9750
32767	1	1	0	28	2605
-32767	1	-18	-19	47	7073
32767	-18	-18	-19	47	5489
-32767	-18	-18	-19	47	4170
13191	1	-18	-19	28	8110
-13001	20	-18	0	28	2341
-17586	1	-18	-19	28	9524
13059	1	-18	-19	47	1247
-32767	1	1	-19	47	10127
32767	1	-18	-19	65	1436
-32767	1	1	0	47	8600
32767	1	-18	0	9	4075
-32767	-18	1	-19	47	5565
26909	1	-18	0	47	7017
-25833	1	-18	-19	47	3133
-2207	-18	-18	0	84	8902
95	1	-18	-19	28	1700
-31588	1	-18	0	47	9958
26079	1	-18	0	47	1021
-32767	1	-18	-19	28	9694
32767	-18	-18	-19	65	2529
-32767	-18	-18	-19	47	7111
32767	-18	1	-19	47	5678
-32767	-18	1	-19	65	4151
13115	1	-18	0	47	8072
-13001	1	-18	-19	47	2322
-17775	1	-18	-19	28	9543
13172	1	-18	-19	65	1266
-32767	1	1	0	47	10127
32767	1	1	0	28	1436
-32767	1	1	0	65	8638
32767	1	-18	-19	28	4075
-32767	1	-18	-19	47	5527
26759	1	-18	0	47	6998
-25795	1	-18	-19	65	3133
-2283	-18	1	-19	65	8921
57	-18	1	-19	47	1719
-31588	1	-37	-19	47	9958
26004	1	-37	-19	65	1059
-32767	1	-18	-19	9	9713
32767	1	1	-19	9	2492
-32767	1	1	0	28	7017
32767	1	-18	-19	47	5621
-32767	1	-18	0	65	4207
12870	-18	-18	0	65	8148
-12963	1	-18	-19	65	2303
-17907	1	1	-19	47	9543
13285	1	-37	0	47	1266
-32767	-18	-18	-19	65	10146
32767	1	-18	-19	65	1417
-32767	1	1	-19	65	8563
32767	1	-18	0	65	4132
-32767	1	-18	0	65	5527
26815	1	-18	-19	65	7054
-25757	1	1	-19	28	3057
-2358	1	-18	-38	47	8921
-94	1	-18	-19	65	1719
-31645	1	-18	-19	65	9958
25928	1	-18	-19	47	1040
-32767	-18	1	-19	28	9675
32767	1	-18	-19	28	2548
-32767	-18	-18	0	9	7073
32767	1	-18	-19	47	5640
-32767	1	-18	-19	28	4170
12964	1	-18	-19	47	8129
-13039	1	1	0	47	2303
-17832	1	-18	-19	28	9543
13191	1	1	-19	9	1266
-32767	1	-18	-19	47	10146
32767	1	1	0	28	1436
-32767	1	-18	-19	47	8581
32767	-18	-18	-19	28	3981
-32767	1	-18	0	47	5508
26740	-18	-18	-19	84	7035
-25719	20	-18	-19	47	3152
-2471	1	-18	-19	47	8940
208	1	-18	0	47	1738
-31701	20	-18	0	47	9977
26098	1	1	0	9	1078
-32767	1	1	0	47	9713
32767	-18	1	-19	28	2529
-32767	1	-18	-19	47	7073
32767	1	-18	-19	65	5659
-32767	1	-18	-19	65	4189
13002	1	1	0	65	8091
-13095	1	-18	-19	47	2322
-17794	1	1	-19	47	9505
13304	1	-18	-19	28	1285
-32767	1	-18	-19	47	10109
32767	1	-18	-19	28	1436
-32767	1	-18	-19	28	8600
32767	1	-18	0	47	4132
-32767	1	-18	-19	47	5508
26626	1	-18	-19	47	7017
-25587	1	-18	-19	47	3114
-2490	1	-18	-19	65	8977
171	20	-37	-19	47	1681
-31814	1	-37	-19	47	9977
26343	1	-18	-19	9	1059
-32767	1	-37	-19	47	9694
32767	1	-18	0	28	2605
-32767	1	-18	-19	65	7035
32767	-18	-18	0	65	5640
-32767	1	-18	0	47	4189
12870	1	-18	-19	47	8129
-12869	1	-18	-19	47	2322
-18077	1	-18	0	65	9543
13323	1	-18	-19	47	1247
-32767	1	1	-19	47	10127
32767	-18	1	-19	65	1398
-32767	1	-18	-19	28	8525
32767	1	1	-19	65	4057
-32767	1	-18	0	47	5546
26589	1	-37	0	28	7073
-25700	1	-18	-19	47	3095
-2547	1	-18	0	65	8902
284	1	-18	-19	47	1719
-31777	-18	1	0	28	9958
26060	1	-18	0	47	1021
-32767	-18	-18	0	28	9694
32767	1	1	-19	65	2567
-32767	1	1	0	65	7054
32767	1	-18	-19	28	5659
-32767	1	-18	0	47	4113
12776	1	-18	-19	47	8110
-12906	1	-18	0	28	2322
-17869	1	1	-19	28	9562
13323	1	1	0	28	1266
-32767	1	-18	-19	47	10090
32767	1	-18	0	47	1455
-32767	20	-18	-19	47	8600
32767	1	1	-19	65	4075
-32767	1	-18	-19	28	5527
26721	1	-18	-19	47	7054
-25663	1	-18	0	47	3095
-2358	1	-18	-19	65	8977
-150	1	-18	-19	28	1681
-31531	1	-18	-19	47	9977
25947	1	-18	-19	28	1059
-32767	1	-18	0	47	9731
32767	1	-18	-19	28	2454
-32767	1	-18	-19	47	7092
32767	1	-18	0	47	5640
-32767	1	-18	-19	47	4245
13229	1	-18	-19	28	8091
-13133	1	1	-19	28	2341
-17454	1	-18	0	84	9524
13002	1	-18	0	28	1247
-32767	1	-18	-19	28	10127
32767	1	-18	-19	28	1398
-32767	1	1	0	28	8600
32767	1	-18	-19	47	4113
-32767	1	-18	-19	47	5565
27042	1	-18	-19	47	6960
-26078	1	-18	-19	47	3114
-2056	1	1	0	9	8902
-169	1	1	0	47	1738
-31248	1	-18	-19	65	9939
25777	20	-37	-19	65	1040
-32767	-18	-18	-19	47	9713
32767	1	-18	-19	28	2529
-32767	1	-18	-19	47	7073
32767	1	1	-19	47	5546
-32767	1	-18	0	47	4207
13285	-18	-18	-19	47	8072
-13340	1	-18	-19	47	2322
-17341	1	-18	-19	65	9524
12851	1	-18	-19	65	1247
-32767	1	-37	-19	65	10146
32767	-18	-18	-19	28	1455
-32767	1	-18	-19	47	8638
32767	1	-37	-19	47	4019
-32767	1	-18	-19	9	5565
27174	1	1	0	28	6998
-26078	20	-18	-19	9	3152
-1943	1	-37	0	65	8940
-433	1	1	-19	47	1738
-31267	1	-18	-19	28	9977
25777	20	-37	-19	65	1040
-32767	1	-18	-19	47	9675
32767	1	-18	-19	47	2435
-32767	1	-18	-19	65	7130
32767	1	-18	0	65	5659
-32767	1	-18	-19	28	4245
13587	1	1	0	28	7997
-13642	1	-18	-19	47	2341
-17209	1	1	-19	28	9505
12757	1	-18	-19	28	1210
-32767	-18	-18	-19	65	10127
32767	1	1	-19	65	1398
-32767	-18	1	0	65	8657
32767	1	1	-19	28	4038
-32767	1	1	-19	47	5565
27325	1	-18	-19	47	6979
-26304	1	1	-19	65	3170
-1660	-18	1	-19	28	8902
-396	1	-18	0	47	1738
-31078	-18	-18	-19	28	9920
25626	1	-18	0	28	1040
-32767	1	-18	-19	47	9750
32767	1	-18	0	47	2435
-32767	1	-18	0	28	7073
32767	1	1	-19	47	5527
-32767	1	1	-19	65	4264
13606	1	1	-19	28	8072
-13624	1	1	0	65	2322
-17096	1	1	0	28	9505
12757	1	1	-19	28	1285
-32767	1	1	0	65	10127
32767	1	-18	-19	47	1360
-32767	1	-18	0	47	8600
32767	1	-18	0	65	3981
-32767	-18	1	-19	9	5640
27494	1	1	-19	28	6941
-26380	1	1	-19	47	3152
-1509	1	-18	0	84	8883
-716	1	-18	0	28	1738
-30927	1	1	-19	28	9920
25456	1	-18	0	47	1040
-32767	1	-18	-19	47	9769
32767	1	1	-19	28	2511
-32767	1	1	-19	9	7186
32767	1	1	-19	28	5508
-32767	1	-18	-19	28	4245
14002	-18	1	-19	47	8016
-13869	1	1	-19	28	2360
-16907	1	-18	0	28	9524
12417	1	1	-19	47	1304
-32767	1	1	-19	47	10146
32767	20	-18	-19	65	1398
-32767	1	-18	-19	47	8657
32767	1	-18	0	47	3906
-32767	1	-18	0	28	5546
27608	-18	1	-19	47	6941
-26493	20	1	-19	28	3189
-1264	1	-18	-19	47	8864
-830	1	-37	-19	65	1756
-30795	1	-18	-19	9	9958
25324	20	1	-19	28	1078
-32767	1	1	-19	47	9769
32767	1	-18	-19	65	2397
-32767	1	-18	-19	65	7167
32767	1	-18	-19	84	5565
-32767	20	1	0	47	4283
13908	1	-18	-19	47	8035
-13718	1	1	-19	65	2341
-16869	1	1	-19	47	9505
12530	1	-18	-19	65	1285
-32767	-18	-18	-19	9	10109
32767	20	-18	-19	28	1379
-32767	1	-18	-19	9	8713
32767	-18	1	-19	9	4019
-32767	1	-18	-19	28	5584
27438	1	-18	-19	28	6903
-26342	1	1	-19	47	3133
-1528	-18	1	-38	47	8883
-565	20	-18	-38	28	1738
-31097	1	-18	-19	28	9920
25494	1	-18	-19	47	1021
-32767	1	-18	-19	65	9731
32767	1	-18	-19	28	2492
-32767	-18	1	-19	65	7073
32767	1	-18	0	28	5565
-32767	1	-18	0	65	4264
13644	-18	-18	-19	47	8072
-13454	1	1	-19	47	2341
-17322	1	-18	-19	28	9505
12927	1	1	0	47	1247
-32767	1	-18	-19	65	10127
32767	1	-18	-19	47	1398
-32767	1	1	-19	9	8600
32767	20	-18	-19	47	4000
-32767	1	-18	-19	65	5584
27174	1	-18	0	47	7017
-26153	1	-18	0	47	3133
-1811	1	-18	-19	47	8883
-396	1	-18	-19	28	1700
-31192	1	-18	-19	47	9958
25683	1	1	-19	47	1021
-32767	-18	1	-19	47	9713
32767	1	-18	-19	65	2473
-32767	1	-18	-19	47	7111
32767	1	-18	-19	47	5603
-32767	1	-18	-19	47	4170
13229	1	-18	-19	84	8072
-13171	1	-18	0	65	2322
-17492	1	1	-19	65	9562
13040	20	-18	-19	65	1247
-32767	1	-18	-19	65	10127
32767	-18	-18	-19	47	1455
-32767	1	-18	0	47	8676
32767	1	-18	0	28	4019
-32767	1	1	-19	47	5527
27174	1	1	0	28	6979
-26040	1	1	-19	47	3170
-1924	-18	-18	-19	47	8921
-414	1	-18	0	28	1719
-31173	1	-18	0	28	9901
25758	1	-18	-19	65	1059
-32767	1	-18	-19	47	9694
32767	1	1	-19	28	2473
-32767	1	1	-19	47	7073
32767	-18	1	0	47	5640
-32767	1	1	0	28	4245
13568	1	-18	-19	47	8053
-13548	1	-18	-19	28	2284
-17171	1	-18	-19	28	9449
12663	1	-18	0	47	1285
-32767	1	-18	-19	28	10127
32767	-18	-18	-19	47	1360
-32767	1	-18	-19	28	8600
32767	1	-18	-19	28	4000
-32767	1	-18	0	47	5584
27381	1	-18	0	84	6941
-26323	1	-18	0	9	3170
-1584	1	-18	-19	28	8902
-490	1	-18	0	47	1756
-31060	1	-18	-19	47	9958
25475	1	-18	-19	65	1021
-32767	1	-18	0	47	9750
32767	1	-18	0	28	2529
-32767	1	-18	-19	47	7167
32767	1	-37	0	65	5471
-32767	1	-18	-19	9	4207
13757	-18	-18	0	47	8035
-13775	1	-18	-19	84	2341
-16964	1	-18	0	28	9486
12606	1	1	0	28	1247
-32767	1	1	-19	47	10146
32767	1	-18	0	47	1417
-32767	-18	-18	0	47	8638
32767	1	-18	0	47	3981
-32767	1	-18	-19	28	5603
27419	1	-18	-19	84	7017
-26285	-18	-18	-19	47	3189
-1547	-18	-18	-19	65	8826
-622	1	-37	-19	84	1756
-30927	1	-18	-19	47	9920
25551	1	-18	-19	47	1059
-32767	1	-18	-19	47	9731
32767	1	-18	-19	47	2473
-32767	1	-18	-19	84	7186
32767	1	-18	-19	47	5565
-32767	1	-18	-19	65	4207
13814	20	-18	0	28	8016
-13661	1	-18	-19	9	2360
-17077	-18	-18	-19	47	9524
12663	1	-18	-19	28	1266
-32767	1	-18	-19	28	10127
32767	20	-37	-19	47	1398
-32767	20	1	0	9	8638
32767	1	-18	-19	65	4038
-32767	1	-18	-19	65	5584
27343	1	-18	-19	65	6960
-26229	1	-18	-19	47	3152
-1679	1	1	-19	65	8902
-358	1	1	-19	47	1756
-31192	1	-18	-19	28	9939
25626	20	-18	-19	47	1040
-32767	-18	1	0	28	9769
32767	1	1	-19	28	2492
-32767	1	-18	-19	47	7073
32767	1	-18	-19	47	5565
-32767	20	-18	0	65	4283
13436	1	-18	0	65	8091
-13397	-18	-18	-19	65	2360
-17133	1	-18	0	9	9486
12757	1	-18	0	47	1266
-32767	1	1	-19	65	10127
32767	-18	-18	0	65	1417
-32767	1	-18	-19	65	8619
32767	1	-18	-19	47	4057
-32767	1	1	0	47	5603
27343	1	1	-19	47	6979
-26172	1	-18	-19	28	3152
-1773	1	-18	-19	65	8883
-414	-18	1	-19	47	1756
-31192	1	-18	-19	65	9977
25664	20	-18	-19	28	1021
-32767	1	1	-19	47	9713
32767	1	1	-19	28	2492
-32767	1	-18	-19	65	7130
32767	1	1	0	28	5584
-32767	1	-18	-19	65	4207
13531	1	-18	0	47	8053
-13491	1	-18	-19	65	2360
-17284	-18	1	-19	65	9524
12700	1	1	-19	47	1266
-32767	-18	1	-19	65	10146
32767	1	-18	0	28	1398
-32767	1	1	0	84	8600
32767	1	1	-19	47	3943
-32767	1	1	0	28	5546
27362	1	1	-19	28	6960
-26323	1	-18	-19	28	3170
-1584	1	-18	-19	47	8883
-452	1	1	-19	47	1756
-31003	1	-18	-19	47	9939
25494	1	1	-19	47	1040
-32767	1	-18	0	9	9731
32767	1	1	-19	47	2435
-32767	-18	-18	0	47	7130
32767	1	-18	-19	65	5546
-32767	1	-18	0	47	4245
13757	1	1	-19	28	8016
-13737	-18	-18	-19	65	2341
-17020	1	1	0	47	9524
12587	1	-18	0	47	1304
-32767	1	-18	0	47	10109
32767	1	1	-19	65	1379
-32767	1	1	-19	28	8695
32767	-18	-18	0	28	4038
-32767	1	1	-19	28	5584
27494	1	-18	0	28	6922
-26512	-18	1	0	28	3170
-1452	1	-18	0	47	8902
-698	1	-18	-19	47	1756
-30852	1	-18	-19	28	9939
25268	1	-18	-19	47	1021
-32767	1	1	0	9	9769
32767	1	-18	-19	47	2511
-32767	1	-18	-19	28	7149
32767	1	-18	-19	28	5508
-32767	1	-18	0	47	4283
14059	-18	-18	0	28	7997
-13907	1	-18	-19	47	2379
-16794	1	-18	0	47	9486
12530	1	-18	-19	65	1285
-32767	1	-18	-19	9	10146
32767	1	1	0	84	1360
-32767	1	-18	-19	47	8600
32767	1	-18	0	47	3943
-32767	1	-37	0	47	5659
27551	-18	-18	-19	47	6941
-26606	-18	-18	-19	65	3170
-1207	-18	-18	-19	47	8845
-792	1	-18	-19	47	1738
-30758	-18	1	-19	65	9901
25117	1	-18	-19	28	1021
-32767	1	-18	0	47	9731
32767	1	1	-19	47	2473
-32767	1	-18	-19	47	7186
32767	-18	1	0	-10	5546
-32767	1	-18	-19	47	4226
13946	-18	-18	-19	84	8016
-14020	1	-18	0	65	2360
-16681	1	-18	0	47	9524
12266	1	-18	0	47	1285
-32767	-18	-18	0	47	10146
32767	1	-18	-19	28	1360
-32767	1	-18	-19	65	8695
32767	1	-18	0	47	4000
-32767	1	-18	-19	47	5640
27683	1	1	-19	47	6960
-26682	1	-18	-19	65	3208
-1188	1	1	0	65	8883
-848	1	-18	-19	65	1738
-30720	1	-18	-19	65	9901
25173	20	-18	-19	28	1059
-32767	1	1	0	47	9750
32767	1	-18	0	9	2341
-32767	1	-18	-19	28	7149
32767	-18	-18	0	47	5508
-32767	1	1	0	47	4283
14040	1	1	-19	28	8053
-13869	1	1	-19	9	2360
-16813	1	1	0	47	9486
12455	1	-18	0	65	1285
-32767	1	-18	0	65	10127
32767	-18	-18	-19	47	1342
-32767	1	1	-19	47	8657
32767	1	-18	-19	47	4019
-32767	1	-18	-19	28	5659
27589	1	-18	-19	47	6903
-26738	1	1	-19	47	3170
-1264	-18	-18	0	47	8864
-773	1	-18	-19	28	1738
-30814	-18	1	-19	65	9939
25079	1	-18	0	47	1040
-32767	1	1	-19	47	9750
32767	1	1	0	28	2473
-32767	1	1	-19	47	7167
32767	-18	1	0	65	5489
-32767	1	-18	0	47	4264
14078	1	1	0	9	8072
-13907	1	-18	0	47	2360
-16831	1	-18	-19	65	9449
12361	1	-18	0	9	1266
-32767	-18	-18	-19	47	10127
32767	-18	1	-19	28	1436
-32767	-18	-18	0	47	8676
32767	1	1	0	28	3906
-32767	1	-18	0	28	5640
27683	1	-18	-19	47	6941
-26531	1	-18	-19	28	3170
-1245	-18	-18	0	28	8864
-1018	1	1	-19	28	1756
-30758	1	-18	-19	65	9939
25192	1	-18	-19	28	1040
-32767	1	1	-19	28	9731
32767	1	1	-19	47	2454
-32767	1	1	0	47	7224
32767	1	-18	0	28	5565
-32767	1	1	-19	9	4302
14153	-18	-18	0	65	7978
-13963	-18	1	-19	47	2341
-16624	1	-18	-19	47	9486
12229	1	-18	-19	47	1266
-32767	-18	1	-19	28	10127
32767	-18	-18	-19	28	1379
-32767	1	1	0	28	8695
32767	-18	-18	-19	47	3943
-32767	-18	1	-19	47	5584
27740	1	-18	0	47	6885
-26719	1	-18	-19	65	3227
-1169	1	-18	-19	47	8883
-811	1	-18	-19	28	1775
-30739	1	-18	-19	47	9939
25249	1	-18	0	28	1078
-32767	1	-18	-19	28	9788
32767	1	-18	-19	28	2454
-32767	1	1	-19	65	7186
32767	1	1	-19	28	5546
-32767	1	-18	-19	47	4283
14021	-18	1	-19	28	8053
-13982	1	1	-19	28	2360
-16681	1	-18	0	47	9486
12379	1	1	0	47	1285
-32767	1	-18	-19	28	10127
32767	1	1	-19	65	1342
-32767	1	-37	0	47	8657
32767	1	-18	-19	28	3925
-32767	1	-18	-19	28	5659
27683	1	-18	-19	28	6979
-26606	1	-18	0	28	3189
-1282	-18	-18	-19	47	8864
-943	1	-18	-19	47	1756
-30776	-18	1	-19	28	9958
25306	1	-18	-19	28	1021
-32767	1	1	-19	28	9750
32767	1	-18	-19	65	2492
-32767	1	1	-19	47	7186
32767	-18	-18	-19	84	5489
-32767	1	1	0	47	4226
13983	1	1	0	65	8016
-13869	1	-18	-19	47	2397
-17020	-18	1	-19	28	9505
12530	1	1	-19	65	1247
-32767	1	-18	-19	65	10146
32767	1	-18	-19	9	1360
-32767	1	-18	-19	47	8657
32767	-18	1	0	47	3925
-32767	1	-18	0	28	5603
27457	1	-37	-19	47	7017
-26474	-18	-18	-19	28	3170
-1490	1	1	-19	47	8883
-641	-18	1	-19	65	1719
-30927	-18	1	0	28	9920
25249	1	-18	0	47	1059
-32767	-18	-18	0	28	9750
32767	-18	-18	0	47	2416
-32767	1	1	0	65	7130
32767	1	-18	0	28	5565
-32767	1	-18	0	47	4245
13908	1	-18	-19	65	8053
-13812	1	-18	-19	65	2341
-16945	1	-18	-19	47	9524
12625	1	1	-19	65	1266
-32767	1	-18	-19	47	10127
32767	1	1	-19	65	1398
-32767	1	1	-19	28	8695
32767	1	-18	-19	28	4057
-32767	1	-18	-19	28	5621
27645	1	-18	-19	47	6866
-26493	1	1	-19	47	3189
-1339	-18	1	-19	28	8883
-905	1	-18	-19	47	1738
-30663	1	-18	-19	28	9920
25060	1	1	-19	47	1040
-32767	1	1	-19	65	9750
32767	1	1	-19	28	2473
-32767	-18	1	-19	65	7149
32767	-18	-18	-19	28	5527
-32767	-18	1	-19	47	4302
14191	1	1	-19	65	8053
-14133	1	1	-19	28	2341
-16681	1	-18	0	28	9486
12398	1	1	-19	84	1266
-32767	1	1	0	47	10109
32767	1	-18	-19	47	1398
-32767	1	-18	0	28	8657
32767	-18	-18	-19	47	3925
-32767	1	1	-19	65	5621
27928	1	-18	0	47	6941
-26851	1	-18	-19	47	3208
-886	-18	1	0	47	8864
-1150	1	1	-19	47	1775
-30418	-18	-18	0	65	9939
24947	1	-18	-19	47	1040
-32767	1	1	0	65	9769
32767	1	1	-19	28	2416
-32767	-18	1	-19	47	7280
32767	-18	-18	0	28	5489
-32767	1	-18	-19	47	4283
14380	20	-18	0	47	7978
-14284	1	1	-19	65	2397
-16360	1	-18	-19	65	9505
12002	20	1	-19	28	1304
-32767	1	-18	-19	47	10127
32767	1	-18	-19	28	1436
-32767	1	1	0	47	8751
32767	-18	-18	-19	28	3887
-32767	1	-18	-19	28	5640
28117	1	-18	-19	65	6885
-27059	1	-18	-38	9	3227
-716	1	-18	0	47	8864
-1226	1	-18	-19	47	1756
-30380	1	-18	-19	65	9901
25192	1	-18	-19	28	1021
-32767	1	-18	-19	28	9750
32767	1	1	-19	65	2360
-32767	1	-18	-19	28	7224
32767	1	-18	0	47	5546
-32767	1	-18	-19	65	4320
14436	1	-18	0	47	7997
-14397	-18	-18	-19	47	2360
-16322	1	1	-19	47	9505
12078	20	1	0	28	1285
-32767	1	-18	-19	47	10146
32767	-18	-18	-19	65	1285
-32767	1	-18	0	28	8676
32767	1	-18	-19	28	3925
-32767	1	-18	0	28	5678
27891	1	1	0	9	6903
-26833	1	-18	0	28	3189
-848	-18	1	-19	65	8826
-1094	1	1	-19	47	1756
-30456	-18	-18	-19	47	9920
25060	1	1	0	47	1040
-32767	-18	-18	-19	47	9769
32767	-18	-18	-19	47	2435
-32767	1	1	-19	28	7243
32767	1	-18	0	47	5376
-32767	1	-18	0	47	4264
14436	1	-18	-19	65	8016
-14209	1	-18	-19	47	2379
-16360	1	-18	0	47	9486
11983	-18	-18	0	47	1285
-32767	1	-18	-19	65	10165
32767	1	-18	-19	28	1379
-32767	1	-18	-19	84	8657
32767	-18	1	-19	47	3868
-32767	1	1	-19	28	5659
28061	1	1	0	28	6960
-27002	1	1	-19	28	3227
-754	1	-18	-19	47	8826
-1339	1	-18	-19	65	1719
-30248	-18	-18	-19	65	9920
24815	1	1	-19	47	1059
-32767	1	-18	-19	47	9807
32767	20	-18	-19	47	2379
-32767	1	-18	-19	65	7224
32767	1	1	-19	47	5527
-32767	1	1	-19	47	4283
14568	-18	-18	-19	47	7978
-14341	-18	-18	-19	47	2397
-16341	1	-18	-19	28	9524
12002	20	-18	-19	47	1285
-32767	1	-18	-19	84	10146
32767	1	-18	-38	9	1323
-32767	1	-18	-19	47	8732
32767	1	-18	-19	28	3925
-32767	1	1	-19	28	5659
28004	1	-18	-19	28	6866
-27097	1	-18	-19	28	3208
-811	20	-18	-19	65	8845
-1113	1	1	-19	47	1775
-30361	1	-18	-19	28	9901
24909	1	-18	-19	28	1040
-32767	1	1	-19	47	9807
32767	1	-18	-19	47	2360
-32767	-18	-18	-19	28	7186
32767	1	1	-19	47	5452
-32767	1	-18	-19	28	4339
14493	1	-18	-19	28	8035
-14209	1	-18	-19	28	2397
-16246	1	1	-19	47	9467
12021	1	-18	-19	47	1323
-32767	1	1	0	28	10146
32767	20	-18	-19	47	1379
-32767	20	-18	-19	65	8732
32767	1	-18	-19	65	4000
-32767	1	-18	-19	28	5735
28042	1	1	0	47	6903
-26908	1	-18	-19	47	3189
-660	1	1	-19	65	8845
-1339	20	-18	-19	65	1775
-30361	1	-18	-19	47	9920
24909	20	-18	-19	47	1021
-32767	1	-18	-19	28	9731
32767	20	-18	-19	9	2416
-32767	1	-18	-19	47	7224
32767	1	-18	-19	28	5489
-32767	1	-18	-19	47	4264
14474	1	1	-19	47	7997
-14227	1	-18	-19	65	2397
-16360	1	-18	-19	65	9467
12040	1	1	-19	47	1285
-32767	1	-18	0	65	10127
32767	1	-18	-19	47	1360
-32767	1	-18	-19	47	8732
32767	1	-18	-19	65	3793
-32767	20	-18	-19	47	5603
27947	1	-18	-19	47	6885
-26965	-18	-18	-19	47	3208
-867	1	-18	-19	47	8826
-1113	1	-18	-19	47	1775
-30456	1	-18	-19	47	9939
24947	1	-18	-19	65	1021
-32767	-18	1	0	47	9750
32767	20	1	-19	28	2360
-32767	1	1	-19	47	7224
32767	1	-18	-19	47	5527
-32767	1	-18	0	47	4302
14380	1	-18	-19	47	7959
-14322	1	-18	-19	47	2341
-16341	1	1	0	47	9505
11945	1	-18	0	28	1247
-32767	1	-18	-19	47	10127
32767	20	-18	-19	28	1379
-32767	1	1	-19	65	8732
