noise_1_channel,noise_2_channel,noise_3_channel,noise_4_channel,amp_channel,trig_channel
31457,-18,1,-19,47,6828
-31399,-18,19,0,28,3208
3416,-18,1,-19,28,8789
-5377,1,1,0,28,1756
-27059,-18,1,0,47,9920
21343,1,1,0,47,965
-32767,-18,1,0,28,9920
32767,-18,1,-19,28,2077
-32767,1,1,0,28,7526
32767,1,1,0,28,5320
-32767,1,1,-19,28,4358
18569,-18,1,-19,-10,7903
-18586,1,1,-19,9,2341
-12284,-18,1,0,9,9486
8360,1,1,-19,28,1285
-32767,-18,1,-19,28,10165
32767,1,1,0,9,1115
-32767,-18,-18,-19,28,9072
32767,-18,1,-19,9,3604
-32767,-18,1,-19,9,5810
31250,-18,1,-19,28,6771
-31399,1,1,0,28,3227
3397,-18,1,0,9,8864
-5245,-18,1,-19,9,1738
-27135,-18,1,-19,47,9920
21739,-18,1,0,28,983
-32767,1,1,0,47,9995
32767,-18,-18,0,28,2020
-32767,1,1,0,9,7450
32767,1,-18,-19,9,5225
-32767,1,1,-19,-10,4377
18324,-18,-18,-19,9,8016
-18605,-18,-18,-19,47,2360
-12454,-18,1,-19,28,9467
8322,1,1,-19,65,1247
-32767,1,1,-19,28,10184
32767,-18,1,-19,28,1153
-32767,-18,1,-19,-10,8977
32767,-18,1,-19,47,3623
-32767,1,-18,-19,47,5848
31306,1,1,-19,28,6715
-31531,1,-18,-19,28,3227
3378,1,-18,-19,-10,8845
-5434,-18,1,-19,9,1738
-27078,-18,1,0,47,9958
21513,1,1,0,28,983
-32767,1,1,-19,47,9977
32767,1,1,0,28,2077
-32767,-18,1,-19,28,7507
32767,-18,-18,-19,28,5282
-32767,1,1,-19,9,4396
18493,-18,1,-19,9,7959
-18813,1,1,-19,28,2397
-12265,-18,1,0,28,9467
8492,1,1,0,9,1247
-32767,-18,1,-19,9,10184
32767,1,1,-19,9,1134
-32767,-18,1,-19,9,9015
32767,-18,-18,0,9,3491
-32767,-18,1,0,-10,5829
31344,1,-18,-19,28,6828
-31588,-18,-18,0,9,3246
3548,-18,1,0,28,8845
-5472,1,1,-19,28,1738
-27059,-18,1,-19,9,9920
21399,1,1,-19,-10,983
-32767,1,1,-19,47,9958
32767,1,-18,-19,28,2077
-32767,-18,1,-19,9,7563
32767,1,1,-19,47,5263
-32767,1,-18,-19,9,4415
18682,-18,1,-19,28,7922
-18888,-18,-18,-19,9,2341
-12284,-18,1,0,-10,9449
8285,-18,-18,-19,47,1247
-32767,-18,-18,-19,9,10184
32767,-18,1,0,28,1134
-32767,1,1,-19,47,8977
32767,-18,1,0,9,3642
-32767,-18,1,-19,28,5772
31306,-18,1,-19,28,6753
-31286,1,1,0,28,3208
3341,-18,1,-19,9,8883
-5226,-18,1,-19,28,1756
-27097,-18,-18,-19,47,9920
21399,1,1,-19,28,927
-32767,-18,1,-19,28,9995
32767,-18,1,-19,28,2115
-32767,1,1,-19,47,7450
32767,1,1,-19,28,5301
-32767,-18,1,-19,28,4377
18361,-18,1,0,28,7997
-18549,1,1,0,9,2341
-12472,1,-18,-19,9,9449
8530,-18,-18,-19,9,1247
-32767,-18,1,-19,28,10203
32767,1,1,0,28,1115
-32767,-18,1,-19,28,8958
32767,-18,1,-19,-10,3585
-32767,-18,1,0,9,5866
31155,-18,-18,0,28,6866
-31192,-18,1,-19,28,3189
3152,-18,-18,0,28,8826
-5000,-18,1,-19,9,1719
-27323,1,-18,0,9,9939
21550,-18,1,0,-10,946
-32767,-18,-18,0,28,9958
32767,-18,-18,-19,9,2171
-32767,-18,1,-19,9,7507
32767,1,1,0,28,5263
-32767,-18,-18,-19,9,4320
18154,-18,1,0,9,7959
-18662,-18,1,-19,28,2360
-12642,-18,1,-19,9,9505
8473,-18,1,-19,9,1229
-32767,-18,1,0,28,10165
32767,-18,1,0,9,1153
-32767,-18,1,0,9,8921
32767,-18,1,-19,28,3661
-32767,-18,1,-19,9,5772
31023,-18,-18,-19,9,6809
-31343,-18,1,0,47,3208
3058,1,-18,0,28,8845
-5321,-18,1,-19,28,1700
-27286,-18,-18,-19,47,9920
21607,1,-18,0,-10,983
-32767,1,1,-19,-10,9977
32767,-18,-18,0,9,2039
-32767,-18,1,0,28,7412
32767,-18,1,0,-10,5301
-32767,-18,1,-19,-10,4396
18342,-18,-18,-19,9,7978
-18813,-18,1,0,9,2341
-12246,-18,1,-19,28,9486
8209,-18,1,-19,28,1266
-32767,-18,-18,-19,9,10203
32767,1,-18,0,28,1134
-32767,-18,-18,18,9,8996
32767,1,-18,-19,28,3661
-32767,1,-18,-19,-10,5848
31419,-18,1,-19,9,6696
-31607,-18,-18,-19,9,3208
3586,1,-18,-19,28,8845
-5623,1,1,-19,28,1738
-27021,-18,1,-19,9,9958
21154,1,1,0,28,946
-32767,1,1,-19,-10,9977
32767,1,1,-19,28,2077
-32767,1,-18,-19,28,7488
32767,1,1,-19,28,5169
-32767,1,-37,0,28,4358
18663,-18,-18,-19,-10,7997
-19209,-18,-18,-19,28,2379
-11963,-18,1,0,-10,9467
7813,1,-18,0,-10,1247
-32767,-18,-18,0,47,10165
32767,-18,-18,0,28,1115
-32767,1,-18,0,28,8977
32767,-18,-18,0,-10,3547
-32767,-18,1,0,47,5885
31552,-18,-18,0,-10,6715
-31795,-37,1,0,28,3208
3831,-18,-18,-19,9,8808
-5755,-18,1,-19,9,1756
-26682,-18,-18,0,28,9939
21079,-18,-18,0,47,946
-32767,-18,-18,-19,28,9958
32767,1,-18,-19,28,2058
-32767,1,-18,-19,47,7582
32767,1,1,0,28,5263
-32767,-18,-18,-19,9,4396
18871,-18,-18,0,-10,7922
-19171,-18,-18,-19,9,2379
-11869,1,1,0,9,9467
7907,-18,1,-19,28,1285
-32767,1,1,0,9,10203
32767,-18,-18,-19,28,1172
-32767,-18,1,0,28,9053
32767,1,1,-19,28,3510
-32767,1,1,0,9,5866
31721,-18,1,0,28,6734
-31984,-18,-18,-19,9,3284
3869,-18,1,-19,28,8826
-5811,-18,1,-19,9,1738
-26644,-18,-18,-19,9,9901
21154,-18,-18,-19,9,965
-32767,-18,-18,0,28,9958
32767,-18,-18,-19,28,2039
-32767,1,-18,-19,47,7507
32767,-18,1,-19,9,5207
-32767,1,1,-19,9,4434
18833,-18,1,-19,28,7940
-19077,1,1,-19,9,2360
-11869,-18,1,0,9,9449
7662,1,1,-19,28,1266
-32767,-18,-18,-19,47,10165
32767,-18,1,-19,28,1097
-32767,-18,1,0,9,8977
32767,-18,-18,0,28,3547
-32767,-18,1,-19,9,5885
31570,-18,-18,-19,47,6809
-31814,-18,1,0,65,3189
3699,-18,1,-19,9,8808
-5679,1,1,-19,28,1756
-26851,-18,1,-19,47,9901
21192,-18,-18,0,47,983
-32767,-18,-18,0,9,9977
32767,-18,1,0,9,2077
-32767,1,1,-19,28,7488
32767,-18,-18,0,28,5207
-32767,-18,-18,-19,9,4339
18512,1,-18,-19,47,7978
-18851,-18,1,-19,47,2379
-12246,-18,1,0,47,9486
8228,1,1,-19,47,1247
-32767,1,-18,-19,-10,10222
32767,1,-18,0,9,1172
-32767,-18,-18,-19,-10,9015
32767,-18,1,-19,28,3566
-32767,-18,-18,-19,9,5866
31382,1,-18,-19,28,6828
-31531,-18,1,-19,47,3246
3397,-18,1,0,9,8845
-5491,-18,-18,0,9,1719
-27078,-18,-18,0,9,9939
21343,-18,-18,-19,-10,983
-32767,-18,1,0,-10,9958
32767,-18,1,0,28,2039
-32767,-18,-18,-19,28,7469
32767,-18,-18,-19,9,5225
-32767,-18,-18,-19,47,4339
18475,-18,-18,-19,9,7940
-18832,-18,-18,-19,9,2360
-12378,-18,1,-19,9,9486
8077,-18,1,0,-10,1266
-32767,1,1,-19,47,10165
32767,-18,1,-19,9,1097
-32767,-18,19,0,28,8996
32767,1,1,-19,28,3623
-32767,-18,1,-19,9,5848
31344,1,-18,-19,28,6696
-31569,-18,1,-19,28,3227
3529,-18,1,-19,28,8864
-5604,-18,-18,0,28,1719
-26908,-18,1,-19,28,9920
20984,1,1,-19,9,983
-32767,1,-18,-19,9,9977
32767,-18,-18,-19,28,2058
-32767,-18,-18,-19,-10,7488
32767,-18,-37,-19,28,5244
-32767,-18,-18,-19,28,4415
18682,-18,1,-19,9,7997
-19020,1,-18,-19,28,2379
-11944,1,-18,-19,28,9411
7888,1,1,-19,9,1247
-32767,1,-18,-19,9,10165
32767,-18,-18,-19,28,1153
-32767,1,-18,-19,47,9015
32767,-18,-18,-19,28,3585
-32767,-18,-18,-19,28,5904
31570,-18,-18,-19,9,6790
-31871,-18,-18,-38,28,3227
3775,-18,-18,-19,9,8826
-5811,1,-18,0,9,1775
-26719,-18,-18,-19,28,9920
21003,-18,1,-19,9,927
-32767,1,-18,-19,9,9958
32767,-18,-18,-19,28,2077
-32767,-18,1,-19,28,7563
32767,-18,-18,-19,47,5207
-32767,-18,-18,-19,28,4377
18946,-18,-18,-19,9,7922
-19398,-18,1,-19,28,2397
-11755,-18,-18,0,28,9486
7624,1,-18,-19,-10,1247
-32767,-18,-18,-19,9,10165
32759,-18,1,0,28,1134
-32767,-18,1,-19,9,9053
32767,-18,-18,-19,28,3453
-32767,1,1,-19,9,5866
31721,-18,-18,-19,9,6715
-32041,1,1,-19,28,3246
4077,-18,-18,-19,-10,8826
-6132,-18,1,-19,9,1756
-26550,-18,1,-19,47,9882
20588,-18,-18,0,9,965
-32767,-18,-18,0,28,9995
32767,-18,1,-19,9,1983
-32767,-18,-18,-19,28,7544
32767,-18,-18,-19,-10,5225
-32767,-18,1,-19,-10,4471
19041,-18,1,0,9,7903
-19379,-18,-18,-19,9,2379
-11586,-18,-18,0,28,9486
7568,-18,-18,-19,28,1304
-32767,1,-18,-19,-10,10165
32767,1,1,-19,28,1097
-32767,-18,1,-19,28,9090
32767,1,-18,-19,28,3510
-32767,-18,-18,-19,28,5923
31759,-18,-18,-19,9,6734
-32003,1,-18,-19,28,3284
4152,-18,-18,-19,9,8845
-5868,-18,1,0,47,1775
-26417,-18,-18,0,28,9901
20928,-18,1,-19,28,965
-32767,-18,-18,-19,47,10014
32767,1,-18,0,-10,2096
-32767,1,1,-19,9,7563
32767,-18,1,-19,28,5112
-32767,-18,1,-19,28,4396
18984,-18,1,-19,9,7940
-19115,-18,1,-19,9,2379
-11850,1,1,-19,9,9449
7756,1,1,-19,28,1247
-32767,-18,-18,-19,28,10146
32767,-18,1,-19,28,1153
-32767,-18,-18,-19,28,8996
32767,-18,-18,-19,9,3529
-32767,-18,-18,-19,9,5904
31627,1,-18,-19,28,6771
-31890,-18,1,-19,28,3227
3850,-18,-18,-38,28,8770
-5660,-18,-18,-19,-10,1775
-26682,-18,-18,-19,28,9920
21041,-18,-18,-19,28,965
-32767,1,-37,-19,28,9958
32767,-18,-18,-19,9,2039
-32767,-18,-18,-19,28,7544
32767,-18,1,-19,28,5244
-32767,-37,1,-19,9,4377
18890,-18,1,-19,28,7922
-19115,1,-18,-19,9,2416
-11755,-18,1,-19,-10,9505
7870,-18,1,-19,-10,1229
-32767,-18,1,-19,47,10165
32767,-18,1,-38,9,1153
-32767,-18,-18,-19,28,9109
32767,-18,1,-19,47,3547
-32767,1,1,-19,65,5904
31759,-18,-18,-19,28,6753
-31795,-18,-18,0,28,3246
3982,-37,-18,-19,28,8845
-5887,-18,1,-19,28,1756
-26512,-18,1,-19,84,9901
20871,-18,1,-19,28,965
-32767,-18,-18,-19,-10,9958
32767,-18,-18,-19,28,2002
-32767,-18,-18,-19,28,7507
32767,-18,-18,0,28,5150
-32767,-18,-18,-19,-29,4452
19192,-18,1,-19,65,7922
-19379,-18,1,-19,9,2397
-11548,-18,-18,-19,9,9449
7549,-18,-18,-19,-10,1304
-32767,-37,1,-19,28,10184
32767,1,1,-19,9,1115
-32767,-18,-18,-19,-10,9034
32767,-18,1,-19,28,3566
-32767,-18,1,-19,9,5942
31929,-18,1,-19,47,6658
-32267,-18,1,-19,28,3227
4303,-18,1,-19,47,8789
-6170,1,1,-19,9,1794
-26229,-18,-18,-19,47,9901
20531,-18,1,-19,28,983
-32767,-18,-18,-19,47,10014
32767,-18,1,-19,28,1964
-32767,-18,-18,-19,28,7601
32767,-18,1,-19,-10,5131
-32767,-18,-18,0,28,4452
19494,-18,-18,-19,28,7922
-19643,1,-18,-19,9,2435
-11114,-18,1,-19,28,9467
7247,-18,1,-19,28,1285
-32767,-18,-18,-19,28,10184
32589,-18,19,-19,9,1134
-32767,-18,-18,-19,9,9128
32767,-18,1,-19,28,3397
-32767,-18,1,-19,28,5904
32004,-18,-18,0,9,6753
-32324,-18,-18,-19,47,3302
4379,-18,1,0,47,8808
-6075,1,1,-19,9,1756
-26304,-18,1,-19,47,9882
20720,-18,-18,-19,9,1002
-32767,-18,-18,-19,28,9958
32767,1,1,-19,28,1983
-32767,-18,-18,-19,9,7582
32767,-18,-18,-19,47,5188
-32767,-18,1,0,47,4415
19248,-18,1,0,28,7865
-19379,-18,-18,-19,28,2397
-11491,-18,-18,-19,28,9467
7473,-18,1,-19,47,1285
-32767,-18,-18,0,28,10165
32627,1,1,-19,9,1097
-32767,-18,1,-19,28,9072
32767,-18,1,-19,47,3529
-32767,-18,-18,0,47,5904
32004,-18,1,-19,47,6658
-32060,-18,1,-19,28,3284
4209,-18,1,-19,28,8808
-6038,-18,1,-19,47,1756
-26361,-18,1,-19,47,9882
20833,-18,1,-19,47,946
-32767,-18,1,0,47,9995
32767,-18,1,-19,9,2058
-32767,-18,1,-19,28,7582
32767,-18,-18,-19,47,5169
-32767,-18,1,0,28,4434
19229,-18,1,0,28,7922
-19473,-18,1,-19,47,2397
-11529,-18,-18,-19,28,9430
7662,-18,-18,0,28,1304
-32767,-18,-18,0,28,10184
32767,-18,1,0,9,1115
-32767,-18,-18,-19,28,9015
32767,-18,1,-19,9,3510
-32767,1,1,0,-10,5961
31872,-18,1,-19,9,6790
-32116,-18,-18,-19,28,3265
4114,-18,-18,-19,28,8808
-6000,-18,-18,-19,9,1756
-26512,-18,1,-19,-10,9920
20852,-18,1,0,9,965
-32767,1,-18,-19,28,9958
32767,1,-18,-19,28,2058
-32767,-18,-18,-19,47,7601
32767,1,-18,0,28,5131
-32767,-18,-18,0,9,4396
19343,-18,1,-19,47,7922
-19454,-18,-18,0,47,2416
-11321,1,-18,0,28,9430
7266,-37,1,-19,28,1266
-32767,-18,1,-19,28,10165
32721,-18,1,-19,9,1097
-32767,-18,1,-19,9,9034
32767,1,-18,-19,28,3491
-32767,-18,-18,-19,28,5904
32004,-18,1,-19,28,6715
-32154,-18,1,-19,9,3265
4303,-18,1,-19,9,8789
-6189,-18,1,-19,28,1775
-26285,-18,-18,-19,9,9901
20588,-18,1,-19,9,965
-32767,-18,-18,0,9,9995
32767,1,1,-19,28,1926
-32767,-18,-18,-19,9,7544
32767,-18,-18,-19,28,5207
-32767,-18,-18,-19,28,4452
19267,-18,-18,0,9,7922
-19454,-18,1,-19,9,2379
-11567,-18,1,-19,28,9430
7832,-18,-18,-19,28,1266
-32767,-18,-18,-19,28,10184
32767,-18,1,0,28,1097
-32767,-18,-18,-19,47,9053
32767,-18,-18,-19,28,3585
-32767,-18,-18,-19,28,5942
31797,-18,1,-19,9,6677
-32003,1,1,-19,-10,3284
4209,-18,1,-19,-10,8808
-6019,-18,1,-19,9,1794
-26455,-18,1,-19,47,9882
20871,1,1,-19,47,965
-32767,1,1,-19,28,9995
32767,1,-18,-19,47,2039
-32767,-18,-18,-19,47,7563
32767,-18,-18,-19,9,5131
-32767,-18,1,-19,9,4415
19135,-18,-18,-19,28,7959
-19341,-18,-18,-19,28,2416
-11680,1,-18,-19,28,9467
7700,-18,1,0,9,1247
-32767,-18,1,-19,28,10184
32767,1,1,0,9,1153
-32767,-18,-18,-19,28,9015
32767,-18,-18,-19,28,3472
-32767,-18,-18,0,28,5923
31891,-18,1,0,9,6677
-31928,-18,-18,0,-10,3246
4209,-18,-18,0,9,8789
-6057,1,-18,-19,28,1756
-26361,-18,1,-19,9,9920
20645,-18,1,-19,9,983
-32767,-18,1,-19,9,9977
32767,1,1,-19,47,1964
-32767,1,1,0,47,7620
32767,1,-18,-19,9,5263
-32767,1,-18,-19,47,4434
19305,-18,-18,-19,-10,7903
-19549,-18,1,-19,9,2397
-11227,-18,1,0,9,9430
7492,-18,1,-19,65,1285
-32767,-18,1,-19,47,10146
32740,-18,1,-19,28,1115
-32767,-18,1,-19,28,9090
32767,-18,1,-19,28,3491
-32767,-18,1,-19,28,5942
32080,-18,1,0,28,6658
-32267,-18,-18,-19,28,3321
4586,-18,1,-19,28,8808
-6208,1,1,-19,28,1756
-26191,-18,1,-19,9,9901
20569,-18,-18,-19,9,965
-32767,-18,-18,0,47,10033
32767,-18,-18,-19,47,2020
-32767,-18,-18,-19,-10,7620
32767,-18,1,0,28,5131
-32767,-18,-18,-19,47,4490
19550,-18,-18,0,9,7903
-19662,-18,1,0,9,2416
-11227,1,1,0,28,9392
7379,1,1,-19,9,1304
-32767,-18,1,0,9,10165
32665,-18,1,0,9,1059
-32767,-18,1,-19,28,9053
32767,1,1,-19,28,3491
-32767,-18,-18,-19,47,5980
32155,-18,-18,0,-10,6696
-32305,-18,-18,-19,47,3227
4567,1,-18,-19,9,8751
-6566,-18,1,-19,28,1794
-26021,-18,-18,-19,9,9901
20211,1,1,-19,28,965
-32767,-18,-18,0,84,10014
32767,-18,1,-19,28,2020
-32767,-18,1,0,47,7639
32767,1,1,-19,47,5075
-32767,1,1,-19,65,4452
19437,-18,-18,0,47,7903
-19851,-18,1,-19,9,2454
-11170,-18,1,-19,47,9430
7379,-18,1,-19,47,1285
-32767,1,-18,-19,65,10146
32665,1,1,-19,28,1115
-32767,1,19,-19,28,9090
32767,-18,-18,0,28,3453
-32767,-18,19,0,28,5961
32155,-18,1,0,28,6734
-32399,1,1,-19,9,3340
4586,-18,1,-19,-10,8789
-6472,1,19,0,28,1794
-26078,1,1,-19,28,9920
20211,-18,1,-19,28,983
-32767,-18,1,-19,28,9995
32767,-18,1,0,28,1945
-32767,-18,1,-19,9,7639
32767,-18,1,-19,28,5112
-32767,1,-18,-19,9,4471
19607,-18,1,-19,47,7903
-19851,-18,-18,-19,28,2416
-10963,1,-18,-19,28,9449
6907,-18,1,-19,65,1285
-32767,-18,1,-19,-10,10146
32401,1,19,-19,47,1078
-32767,-18,-18,-19,9,9166
32767,-18,1,-19,28,3510
-32767,-18,1,-19,28,5998
32382,-18,1,-19,28,6583
-32513,-18,1,-19,28,3284
4850,-18,1,-19,9,8789
-6736,-18,-18,-19,9,1775
-25776,-18,1,-19,9,9920
19946,-18,1,-19,47,983
-32767,-18,1,0,28,10052
32767,-18,-18,-19,84,1964
-32767,-18,-18,-19,47,7582
32767,-18,-18,-19,47,5131
-32767,-18,1,0,47,4528
19890,-18,1,-19,28,7922
-20247,-18,1,-19,28,2492
-10623,-18,1,0,28,9411
6775,1,1,-19,65,1285
-32767,-18,1,0,47,10165
32118,-18,1,-19,9,1097
-32767,1,1,0,47,9109
32767,-18,1,-19,65,3434
-32767,-18,-18,-19,47,6036
32420,-18,1,-19,28,6677
-32767,-18,1,-19,28,3321
4926,-18,1,0,28,8789
-6793,1,1,-19,28,1832
-25700,1,1,0,28,9939
19928,1,1,-19,28,965
-32767,-18,1,0,9,10014
32767,-18,1,0,28,1945
-32767,-18,1,-19,28,7695
32767,-18,1,0,28,5112
-32767,1,1,-19,28,4471
19871,-18,1,-19,9,7846
-20247,-18,1,-19,28,2454
-10736,-18,1,-19,28,9449
6662,-18,-18,-19,28,1285
-32767,1,-18,-19,28,10165
32250,1,1,-19,28,1097
-32767,-18,1,-19,28,9128
32767,1,-18,0,65,3359
-32767,-18,1,0,65,5980
32420,-18,1,-19,28,6639
-32758,-18,1,0,9,3340
4964,-18,1,0,9,8789
-6811,1,1,-38,47,1794
-25776,-18,-18,-19,65,9920
20003,1,1,-19,28,983
-32767,-18,1,-19,28,10033
32767,1,1,-19,9,1926
-32767,-18,-18,-19,47,7620
32767,-18,1,0,28,5169
-32767,1,1,-19,28,4490
19626,-18,1,-19,28,7865
-20058,-18,-18,0,47,2435
-10925,-18,1,-19,28,9449
6964,-18,1,0,28,1304
-32767,-18,19,-19,-10,10184
32382,-18,1,-19,65,1097
-32767,-18,1,-19,47,9166
32767,-18,19,-19,-10,3453
-32767,-18,1,-19,28,6017
32325,-18,1,-19,-10,6658
-32626,1,1,0,9,3321
4850,-18,-18,-19,28,8789
-6642,1,1,-19,28,1832
-25870,-18,1,-19,47,9901
20135,-18,-18,-19,-10,1002
-32767,-18,1,0,9,10033
32767,1,-18,0,9,2039
-32767,1,1,-19,47,7658
32767,-18,19,0,9,4962
-32767,-18,1,-19,9,4490
19814,-18,1,-19,28,7865
-19945,-18,1,0,28,2454
-10925,-18,1,-19,47,9430
7001,-18,1,-19,28,1285
-32767,1,-18,-19,-10,10184
32495,-18,1,-19,9,1097
-32767,-18,1,-19,28,9072
32767,1,-18,-19,9,3416
-32767,-18,1,-19,47,5998
32287,-18,-18,-19,-10,6677
-32494,-18,1,0,9,3340
4756,-18,-18,-19,47,8770
-6491,-18,1,0,9,1794
-25908,-18,19,-19,47,9920
20229,1,1,-19,28,965
-32767,1,-18,0,28,9995
32767,1,19,0,28,1964
-32767,-18,19,-19,9,7676
32767,-18,1,0,47,5150
-32767,-18,1,0,47,4452
19720,-18,1,0,65,7884
-20134,-18,1,0,47,2435
-10850,-18,-18,0,9,9411
6964,1,-18,-19,47,1266
-32767,-18,1,-19,47,10165
32306,1,1,-19,47,1078
-32767,1,-18,-19,9,9147
32767,1,1,-19,9,3491
-32767,1,-18,0,47,5961
32231,-18,1,0,28,6658
-32682,-18,1,0,28,3321
4869,-18,-18,-19,9,8789
-6811,1,-18,0,9,1794
-25776,-18,-18,-19,47,9882
19965,-18,-18,0,9,1002
-32767,-18,1,-19,47,10033
32767,-18,-18,-19,9,1907
-32767,-18,-18,-19,47,7620
32767,-18,1,-19,47,5056
-32767,-18,1,-19,47,4547
19758,-18,1,0,9,7884
-20134,1,1,-19,28,2473
-10661,-18,1,-19,28,9430
6832,1,-18,-19,65,1285
-32767,-18,1,0,9,10165
32042,-18,-18,-19,9,1059
-32767,-18,1,-19,9,9128
32767,-18,-18,-19,28,3453
-32767,-18,1,-19,47,6055
32476,-18,1,-19,47,6621
-32767,1,-18,0,28,3321
5077,1,1,-19,28,8770
-7151,1,1,-19,28,1832
-25606,-18,1,-19,28,9901
19833,-18,-18,-19,28,965
-32767,1,-18,0,28,10033
32767,-18,-18,0,28,1945
-32767,-18,-18,0,28,7714
32767,-18,1,0,-10,5093
-32767,-18,1,-19,28,4528
20135,-18,1,-19,28,7903
-20530,-18,1,-19,47,2473
-10284,-18,1,0,47,9411
6454,1,-18,0,28,1285
-32767,-18,-18,0,28,10203
31835,1,-18,0,9,1115
-32767,1,-18,0,28,9166
32767,1,1,0,9,3321
-32767,-18,1,0,28,6017
32665,-18,1,0,28,6639
-32767,1,1,0,28,3340
5322,-18,-18,0,47,8751
-6925,-18,-18,-19,47,1813
-25549,1,-18,-19,47,9863
19777,1,1,0,9,1002
-32767,1,-18,0,28,10014
32767,-18,1,-19,47,1907
-32767,-18,1,-19,28,7695
32767,-18,1,0,47,5093
-32767,-18,-18,0,28,4566
20041,-18,1,-19,47,7771
-20304,1,-18,-19,28,2435
-10623,-18,1,-19,28,9430
6605,-18,1,-19,47,1304
-32767,1,-18,0,47,10146
31948,-18,1,-19,9,1078
-32767,-18,1,0,28,9147
32767,-18,1,-19,9,3434
-32767,-18,1,0,9,5998
32608,-18,1,-19,28,6564
-32767,-18,1,0,9,3321
5303,-18,-18,-19,47,8751
-7076,-18,-18,-19,47,1794
-25398,-18,1,-19,28,9863
19588,1,1,0,9,1002
-32767,-18,-18,0,47,10071
32767,1,1,0,28,1983
-32767,-18,-18,-19,28,7658
32767,-18,1,-19,28,5056
-32767,-18,1,-19,9,4547
20154,-18,1,0,9,7846
-20360,-18,1,-19,9,2473
-10359,-18,-18,-19,28,9373
6567,-18,1,0,28,1304
-32767,-18,-18,-19,47,10165
32004,-18,1,-19,47,1097
-32767,-18,-18,-19,47,9109
32767,-18,1,-19,9,3359
-32767,-18,1,0,28,6074
32608,-18,1,-19,28,6658
-32701,-18,1,0,9,3340
5096,1,1,-19,9,8751
-6962,-18,1,-19,65,1794
-25493,-18,1,-19,47,9901
19965,1,1,-19,9,965
-32767,-18,1,0,28,10014
32767,1,-18,0,28,1983
-32767,-18,1,-19,47,7695
32767,-18,1,-19,65,5037
-32767,1,1,0,28,4471
19890,1,-18,0,28,7846
-20058,1,1,0,47,2473
-10774,-18,-18,0,47,9449
6700,1,1,-19,28,1304
-32767,-18,1,-19,65,10165
32155,-18,1,-19,28,1097
-32767,-18,-18,0,28,9128
32767,-18,1,-19,28,3453
-32767,-18,-18,-19,28,6017
32533,-18,-18,-19,28,6621
-32720,1,-18,0,28,3321
4982,1,1,0,47,8751
-6717,1,1,-19,28,1794
-25587,1,-18,-19,28,9863
19928,1,1,0,47,983
-32767,1,1,0,9,10033
32767,-18,1,-19,28,1851
-32767,-18,-18,-19,28,7601
32767,-18,1,-19,9,5075
-32767,-18,-18,0,28,4509
19965,-18,1,-19,47,7884
-20266,-18,-18,-19,28,2416
-10510,1,1,-19,65,9392
6737,1,1,-19,9,1304
-32767,-18,1,-19,28,10165
32061,-18,1,-19,47,1078
-32767,-18,1,-19,28,9166
32767,1,1,0,9,3491
-32767,1,1,-19,9,6017
32552,-18,19,-19,47,6545
-32767,-18,1,-19,9,3321
5077,-18,1,-19,28,8789
-6887,-18,-18,0,28,1832
-25644,-18,-18,-19,28,9901
20211,-18,1,-19,28,1002
-32767,-18,-18,-19,28,10052
32767,1,-18,-19,28,1964
-32767,-18,-18,-19,28,7676
32767,-18,-18,-19,28,5037
-32767,-18,-18,0,-10,4509
19984,-18,1,-19,9,7884
-20115,-18,1,0,28,2435
-10642,-18,-18,-19,47,9411
6851,-18,1,-19,28,1323
-32767,-18,-18,-19,-10,10165
32250,1,-18,-19,28,1115
-32767,1,1,-19,28,9109
32767,1,1,-19,28,3359
-32767,-18,1,-19,47,6017
32514,-18,1,-19,28,6583
-32663,1,1,-19,28,3321
5171,-18,1,-19,28,8751
-6736,1,1,-19,9,1813
-25682,-18,-18,-19,28,9901
19965,1,-18,-19,47,1002
-32767,1,-18,-19,28,9995
32767,-18,-18,0,-10,1926
-32767,1,1,-19,9,7676
32767,1,1,-19,47,5169
-32767,-18,1,0,28,4528
20003,1,-18,-19,9,7808
-20171,-18,-18,-19,28,2473
-10604,1,-18,-19,65,9392
6926,1,-18,0,28,1285
-32767,1,1,0,9,10203
32250,1,-18,-19,28,1097
-32767,1,1,0,9,9166
32767,-18,-18,0,9,3359
-32767,-18,1,0,47,5980
32627,-18,1,-19,-10,6621
-32767,1,-18,-19,9,3397
5284,-18,1,-19,9,8770
-7038,1,-18,-19,28,1813
-25304,-18,-18,-19,47,9845
19720,-18,1,-19,47,983
-32767,-18,1,-19,9,10033
32767,-18,1,-19,47,1926
-32767,-18,-18,-19,9,7676
32767,-18,1,-19,9,5075
-32767,-18,1,0,28,4566
20154,-18,-18,-19,47,7846
-20171,1,-18,-19,47,2473
-10397,-18,1,-19,28,9411
6586,-18,1,-19,47,1323
-32767,1,19,-19,47,10165
31778,-18,1,-19,9,1040
-32767,-18,1,-19,28,9109
32767,-18,-18,-19,28,3378
-32767,1,1,-19,28,6036
32767,-18,1,-19,28,6583
-32767,-18,-18,-19,28,3359
5586,1,1,-19,28,8732
-7283,1,-18,0,28,1832
-25210,-18,-18,-19,9,9882
19644,-18,-18,-19,28,1002
-32767,1,-18,-19,28,10014
32767,1,1,-19,28,1964
-32767,-18,-18,-19,47,7752
32767,1,1,-19,-10,4999
