noise_1_channel,noise_2_channel,noise_3_channel,noise_4_channel,amp_channel,trig_channel
-7019,-18,1,-19,-29,9279
3511,-18,1,0,28,1417
-32767,-18,1,-19,28,10127
29419,-18,-18,-19,28,1002
-32767,1,-18,-19,-10,9411
32767,-18,1,-19,28,3038
-32767,-18,-18,-19,47,6451
32767,-18,1,-19,9,6319
-32767,-18,-18,-19,9,3547
9021,-18,-18,0,9,8544
-10340,-18,-18,-19,9,1964
-22058,-18,1,0,28,9769
16852,-18,1,0,-10,1040
-32767,-18,1,0,28,10071
32767,-18,1,0,65,1662
-32767,-18,1,0,28,8035
32767,-18,1,-19,9,4698
-32767,-18,-18,0,28,4848
23513,-18,-18,-19,47,7620
-23474,-18,1,-19,28,2661
-6755,1,-18,0,47,9279
3492,-18,-18,-19,9,1379
-32767,-18,1,-19,65,10127
29400,-18,1,-19,9,983
-32767,-18,-37,-19,28,9449
32767,-18,-18,-19,47,2906
-32767,-18,-18,0,9,6376
32767,1,1,0,47,6281
-32767,1,-18,-19,9,3585
8945,-18,-18,0,9,8544
-10114,1,-18,0,47,1926
-22040,-18,-37,0,9,9807
16814,1,-18,-19,28,1040
-32767,-18,1,-19,9,10109
32767,-18,-18,-19,9,1662
-32767,-18,-18,-19,28,8016
32767,-18,-18,0,47,4698
-32767,-18,-18,0,28,4886
23494,-18,-18,-19,47,7544
-23361,-18,-18,0,65,2624
-6736,-18,-18,0,65,9260
3341,1,-18,-19,-10,1379
-32767,-18,-18,-19,28,10127
29306,-18,-18,0,28,1002
-32767,1,1,0,28,9430
32767,-18,-18,0,28,3076
-32767,1,-18,0,28,6432
32767,-18,-18,0,9,6244
-32767,-18,-18,-19,9,3566
8738,-18,-18,0,9,8581
-10114,-18,-18,0,28,1907
-22134,-18,-18,0,28,9788
16965,1,-18,0,9,1040
-32767,-18,-18,-19,9,10127
32767,1,-18,0,9,1719
-32767,-18,-18,-19,9,8016
32767,-18,-18,-19,28,4660
-32767,1,-18,0,28,4848
23343,-18,-18,-19,28,7582
-23191,-18,-18,-19,28,2661
-7019,1,-18,0,28,9298
3586,1,-18,0,-10,1436
-32767,1,-18,0,-10,10127
29589,1,-18,-19,-10,1021
-32767,-18,-18,0,28,9354
32767,1,-18,-19,28,3020
-32767,1,-18,0,28,6470
32767,-18,-18,0,28,6338
-32767,1,-18,0,47,3566
8700,-18,-18,-19,9,8506
-9887,-18,-18,0,47,1945
-22360,-18,-18,0,28,9788
17172,-18,-18,0,9,1021
-32767,-18,-18,0,47,10090
32767,1,-18,0,-10,1738
-32767,-18,-18,0,9,8091
32767,1,-18,-19,-10,4660
-32767,1,1,0,28,4792
23173,1,-18,-19,28,7582
-23228,1,-18,0,65,2624
-6981,-18,1,0,28,9336
3511,1,-18,0,28,1436
-32767,-18,-18,-19,9,10109
29608,1,-37,-19,28,1021
-32767,1,1,0,28,9392
32767,-18,-18,0,65,3057
-32767,-18,-18,-19,65,6394
32767,-18,-18,-19,9,6338
-32767,-18,-18,-19,9,3547
8511,-18,1,-19,28,8619
-9982,-18,-18,0,9,1888
-22247,-18,-18,0,9,9807
16946,1,-18,0,28,1040
-32767,-18,-18,-19,9,10127
32767,-18,-18,-19,28,1624
-32767,-18,1,-19,9,8035
32767,-18,-18,-19,9,4716
-32767,-18,1,-19,9,4848
23230,-18,-18,-19,28,7601
-23172,-18,-18,-19,28,2624
-6849,-18,-18,0,9,9260
3492,-18,1,-19,9,1417
-32767,-18,-18,-19,28,10127
29212,1,-18,-19,28,1002
-32767,-18,-18,-19,9,9373
32767,-18,-18,-19,-10,3076
-32767,-18,-18,0,28,6413
32767,-18,-18,0,28,6206
-32767,-18,-18,0,47,3547
8964,-18,-37,-19,28,8563
-10057,-18,-18,-19,9,1964
-22096,-18,-18,-19,28,9807
16984,-18,-18,0,9,1040
-32767,-18,-18,-19,28,10127
32767,-18,-18,0,9,1700
-32767,-18,-18,0,47,8035
32767,-18,-18,-19,28,4641
-32767,-18,-18,-19,28,4792
23381,-18,1,0,9,7620
-23398,1,-18,0,47,2643
-6755,-18,-18,0,28,9279
3322,1,-18,-19,47,1436
-32767,-18,-18,-19,47,10127
29193,1,-18,0,47,1040
-32767,-18,1,-19,9,9449
32767,1,1,0,-10,2963
-32767,-18,1,-19,9,6413
32767,-18,-18,-19,47,6262
-32767,1,-18,-19,9,3585
8945,-18,-18,0,28,8544
-10340,-18,-18,0,28,1964
-21870,-18,-18,-19,47,9826
16757,-18,1,-19,28,1040
-32767,-18,1,-19,-10,10071
32767,-18,-18,-19,-10,1643
-32767,-18,-18,-19,28,8110
32767,-18,-18,-19,9,4754
-32767,1,1,0,9,4886
23607,-18,1,-19,28,7507
-23342,1,-18,0,28,2643
-6811,-18,-18,0,28,9260
3133,-18,-18,0,9,1436
-32767,-18,-18,-19,9,10109
29268,-18,-18,-19,28,983
-32767,-18,1,0,-10,9430
32767,1,-18,-19,9,3020
-32767,1,-18,0,47,6394
32767,-18,-18,-19,9,6262
-32767,-18,-18,0,9,3623
8945,-18,-18,0,9,8563
-10227,1,1,0,9,1964
-22021,-18,-18,-19,9,9750
16776,-18,-18,-19,28,1021
-32767,-18,-18,-19,47,10109
32767,-18,-18,0,28,1681
-32767,-18,-18,0,47,8072
32767,1,1,-19,28,4660
-32767,-18,1,0,47,4848
23607,-18,-18,-19,28,7601
-23606,1,-18,0,28,2624
-6585,-18,1,-19,28,9279
3171,-18,-18,-19,28,1436
-32767,-18,-18,-19,-10,10146
29098,1,-18,0,-10,965
-32767,-18,1,0,28,9411
32767,-18,-18,0,9,3001
-32767,-18,-18,-19,28,6507
32767,1,-18,-19,9,6262
-32767,-18,-18,-19,9,3585
9228,1,-18,0,47,8525
-10585,1,1,0,9,1945
-21813,-18,-18,-19,28,9769
16455,-18,1,0,9,1040
-32767,-18,-18,0,9,10071
32767,1,-18,0,28,1700
-32767,-18,-18,0,47,8091
32767,-18,-18,0,28,4603
-32767,-18,-18,-19,28,4886
23607,-18,-18,0,65,7544
-23700,-18,-18,0,28,2699
-6585,-18,-18,-19,-10,9260
3095,1,1,-19,28,1398
-32767,-18,-18,0,28,10127
29363,-18,1,-19,28,983
-32767,-18,-18,0,28,9392
32767,-18,-18,0,28,2944
-32767,-18,-18,-19,28,6413
32767,-18,-18,0,28,6300
-32767,-18,-18,0,9,3623
9190,-18,-18,-19,9,8525
-10491,-18,-18,-19,9,1926
-21832,-18,-18,0,9,9750
16493,1,-18,-19,28,1021
-32767,-18,-18,0,28,10127
32767,-18,-18,-19,9,1606
-32767,-18,-18,-19,9,8053
32767,-18,-18,0,28,4622
-32767,1,-18,0,47,4886
23664,-18,-18,-19,9,7582
-23625,-18,-18,0,28,2661
-6491,-18,1,0,9,9298
2907,1,1,0,-10,1436
-32767,1,-18,-19,28,10127
29230,-18,1,-19,9,983
-32767,-18,-18,-19,9,9467
32767,-18,1,18,9,3038
-32767,-18,-18,-19,9,6489
32767,-18,-18,-19,28,6168
-32767,-18,-18,-19,28,3604
9266,-18,1,0,47,8544
-10567,-18,1,-19,9,1945
-21870,-18,1,-19,28,9769
16474,1,1,0,9,1059
-32767,-18,1,0,28,10090
32767,-18,-18,-19,9,1662
-32767,-18,1,0,9,8053
32767,-18,1,0,-10,4641
-32767,-18,-18,0,9,4886
23607,-18,-18,0,28,7582
-23795,-18,-18,0,-10,2643
-6679,-18,1,0,-10,9222
3058,-18,-18,-19,28,1417
-32767,-18,-18,-19,9,10109
29268,1,-18,0,9,983
-32767,-18,-18,-19,9,9430
32767,-18,-18,-19,28,3001
-32767,1,-18,-19,-10,6470
32767,1,1,-19,47,6244
-32767,1,-18,-19,28,3566
9039,-18,-18,0,28,8544
-10246,-18,-18,-19,28,1945
-22002,-18,-18,-19,47,9788
16625,-18,-18,0,9,1021
-32767,-18,-18,-19,28,10109
32767,-18,-18,0,-10,1681
-32767,1,-18,-19,28,8129
32767,-18,-18,0,-10,4698
-32767,-18,1,0,9,4830
23418,-18,-18,0,9,7601
-23587,-18,-18,-19,9,2680
-6660,-18,1,-19,28,9260
3171,-18,1,0,28,1417
-32767,-18,-18,-19,28,10146
29287,-18,1,0,9,983
-32767,1,-18,0,28,9449
32767,-18,1,0,28,2944
-32767,-18,-18,0,9,6432
32767,-18,-18,0,9,6262
-32767,-18,1,0,9,3623
9077,-18,1,0,28,8581
-10472,-18,-18,-19,28,1964
-21757,-18,-18,0,9,9769
16474,-18,-18,0,28,1059
-32767,-18,-18,0,47,10127
32767,-18,1,18,9,1643
-32767,-18,-18,-19,28,8091
32767,-18,-18,-19,-29,4716
-32767,-18,-18,-19,47,4924
23645,-18,-18,-19,28,7544
-23870,-18,-18,-19,28,2643
-6528,-18,-18,0,28,9260
3058,-18,-18,-19,28,1455
-32767,-18,-18,-19,28,10109
29230,-18,-18,-19,28,946
-32767,-18,-18,-19,28,9467
32767,-18,-18,-19,47,3038
-32767,-18,1,-19,65,6451
32767,1,-18,0,28,6262
-32767,1,1,-19,47,3585
9323,-18,1,0,28,8544
-10510,1,-18,-19,28,1964
-21851,-18,-18,0,9,9769
16342,-18,-18,0,28,1040
-32767,1,-18,-19,28,10127
32767,-18,-18,-19,28,1681
-32767,-18,-18,-19,28,8091
32767,-18,-18,0,-10,4547
-32767,-18,-18,0,28,4848
23588,-18,-18,-19,47,7544
-23719,-18,1,-19,47,2661
-6491,-18,1,-19,28,9317
3001,-18,-18,-19,9,1417
-32767,-18,-18,-19,65,10146
29230,-18,-18,0,47,1021
-32767,-18,1,0,9,9430
32767,1,-18,0,28,3001
-32767,-18,1,0,28,6470
32767,-18,1,0,47,6319
-32767,-18,-18,-19,9,3604
9115,1,-18,0,28,8506
-10453,-18,-18,0,47,1964
-21851,-18,-18,0,47,9788
16644,1,-18,-19,65,1040
-32767,-18,1,-19,47,10109
32767,-18,-18,0,9,1643
-32767,-18,-18,0,9,8053
32767,-18,-18,-19,47,4679
-32767,-18,-18,-19,47,4867
23418,-18,1,-19,47,7544
-23455,-18,1,-19,28,2624
-6679,-18,-18,0,9,9298
3303,-18,1,-19,28,1417
-32767,-18,-18,-19,9,10127
29344,1,-18,0,28,983
-32767,-18,-18,0,28,9467
32767,-18,1,-19,9,3038
-32767,-18,-18,-19,9,6451
32767,-18,-18,0,28,6206
-32767,1,-18,0,9,3623
9115,1,1,0,28,8563
-10321,-18,-18,-19,-10,1926
-21870,-18,-18,-19,9,9750
16720,-18,-18,-19,-10,1059
-32767,-37,1,0,65,10127
32767,-18,1,0,9,1587
-32767,-18,1,0,28,8053
32767,1,-18,0,65,4584
-32767,1,1,0,28,4905
23588,1,-18,-19,-10,7601
-23644,1,1,-19,28,2680
-6642,-18,1,0,9,9241
3152,-18,-18,-19,-10,1455
-32767,-18,-18,-19,9,10127
29363,-18,-18,0,28,983
-32767,-18,1,0,9,9411
32767,1,1,0,28,3038
-32767,1,1,0,47,6507
32767,-18,1,-19,28,6225
-32767,1,-18,-19,47,3566
9285,1,1,0,9,8525
-10604,-18,-18,0,9,1964
-21700,-18,-18,0,28,9769
16663,1,-18,0,28,1040
-32767,-18,1,-19,47,10071
32767,-18,-18,0,9,1643
-32767,1,-18,0,28,8091
32767,1,1,0,28,4641
-32767,-18,-18,0,9,4905
23853,-18,1,0,-10,7526
-23832,1,1,0,-10,2680
-6283,1,-18,-19,9,9260
2907,-18,-18,-19,28,1417
-32767,-18,1,-19,-10,10127
28891,1,-18,-19,9,1021
-32767,1,-18,0,47,9467
32767,1,-18,-19,47,2850
-32767,1,-18,0,28,6451
32767,1,1,-19,28,6187
-32767,1,-18,0,28,3642
9775,-18,-18,-19,47,8525
-10982,1,-37,-19,47,1964
-21247,-18,1,-19,9,9750
15927,-18,1,0,28,1059
-32767,1,-37,-19,47,10109
32767,1,-18,-19,28,1587
-32767,-18,1,0,9,8148
32767,1,-18,-19,-10,4622
-32767,-18,-18,0,9,4943
24268,-18,1,-19,9,7450
-24078,-18,1,-19,28,2661
-5717,-18,-18,-19,28,9222
2529,1,1,0,9,1474
-32767,-18,-18,0,28,10109
28513,-18,1,0,28,983
-32767,-18,1,0,28,9505
32767,1,-18,-19,28,2925
-32767,-18,-18,0,9,6526
32767,1,-37,0,28,6149
-32767,1,-18,0,9,3661
10021,1,-18,-19,47,8544
-11208,1,1,-19,47,1983
-21021,-18,1,0,28,9731
15852,1,-18,0,9,1040
-32767,-18,1,0,47,10127
32767,1,1,0,47,1624
-32767,-18,-18,0,28,8167
32767,-18,1,0,47,4528
-32767,-18,-18,0,-10,4980
24419,1,1,-19,-10,7450
-24380,1,1,0,28,2718
-5528,1,-18,0,9,9185
2303,1,-18,0,9,1417
-32767,1,-18,0,28,10090
28419,1,-18,0,9,965
-32767,-18,1,-19,9,9449
32767,-18,1,0,28,2888
-32767,-18,-18,0,28,6602
32767,1,1,0,28,6206
-32767,-18,-18,0,9,3679
10134,-18,-18,0,28,8487
-11057,1,-18,0,9,1983
-20964,-18,1,-19,28,9769
15852,-18,1,0,28,1021
-32767,-18,-18,-19,28,10127
32767,1,-18,0,47,1624
-32767,1,-18,0,9,8167
32767,1,1,0,65,4528
-32767,-18,1,0,28,4905
24249,1,-18,-19,47,7526
-24229,1,-18,0,47,2699
-5736,1,-18,-19,47,9260
2567,-18,-18,-19,9,1455
-32767,1,-18,0,28,10109
28872,1,-18,0,28,983
-32767,1,-18,0,47,9505
32767,-18,1,0,47,2925
-32767,1,-18,-19,9,6507
32767,1,1,0,28,6225
-32767,1,-18,0,28,3642
9832,-18,-18,0,28,8506
-10963,-18,-18,-19,47,1964
-21247,1,-18,-19,28,9731
16210,1,-18,0,9,1040
-32767,-18,-18,0,28,10090
32767,-18,-18,-19,9,1549
-32767,-18,-18,-19,47,8129
32767,-18,-18,-19,9,4566
-32767,1,-18,-19,9,4962
24230,1,1,-19,28,7469
-23964,1,1,-19,47,2699
-6038,1,-18,0,28,9260
2680,1,-18,-19,28,1455
-32767,1,-18,-19,9,10090
28910,1,1,-19,28,965
-32767,1,1,0,9,9467
32767,1,-18,-19,28,2963
-32767,1,-37,-19,47,6489
32767,-18,-18,-19,47,6130
-32767,-18,1,-19,47,3642
9606,-18,1,-19,9,8525
-10623,-18,-18,-19,28,1964
-21549,-18,-18,0,28,9769
16455,1,-18,0,47,1040
-32767,-18,-18,-19,28,10109
32767,-18,-18,-19,28,1662
-32767,-18,-18,-19,-10,8091
32767,-18,1,0,28,4584
-32767,-18,-18,-19,9,4886
23834,-18,-18,0,-10,7563
-23700,-18,-18,0,28,2643
-6283,-18,-18,-19,28,9222
3001,1,-18,-19,28,1379
-32767,-18,1,-19,9,10146
29080,-18,-18,0,9,1021
-32767,-18,1,0,28,9467
32767,1,1,-19,9,2925
-32767,-18,1,-19,-10,6470
32767,1,-18,-19,9,6206
-32767,1,1,0,9,3623
9360,-18,-18,0,9,8506
-10567,1,-18,-19,47,1945
-21662,-18,-18,-19,9,9769
16512,-18,1,-19,28,1040
-32767,1,1,-19,-10,10071
32767,1,1,-19,28,1606
-32767,-18,1,-19,28,8148
32767,1,1,0,-10,4716
-32767,-18,1,-19,9,4867
23853,-18,1,-19,28,7488
-23700,1,1,-19,28,2661
-6415,-18,1,0,9,9241
3001,1,-18,-38,47,1436
-32767,-18,-18,-19,-10,10109
28985,-18,-18,0,9,983
-32767,1,-18,0,28,9430
32767,1,1,0,28,2963
-32767,-18,-18,-19,47,6376
32767,1,-18,0,28,6206
-32767,1,-18,0,28,3642
9530,-18,1,0,47,8525
-10397,1,-18,0,28,1983
-21568,-18,-18,-19,28,9750
16437,-18,-18,-19,-10,1040
-32767,1,1,-19,9,10127
32767,-18,-18,0,28,1662
-32767,1,-18,-19,28,8110
32767,-18,-18,0,28,4603
-32767,-18,-18,0,-10,4924
23928,-18,1,0,28,7582
-24002,-18,-18,-19,9,2661
-6151,-18,-18,0,9,9241
2775,1,-18,-19,-10,1417
-32767,1,1,-19,9,10109
28759,1,-18,0,28,965
-32767,-18,-18,-19,9,9449
32767,-18,1,-19,28,2925
-32767,1,-18,0,65,6583
32767,-18,-18,0,9,6206
-32767,1,-18,0,9,3604
9719,-18,1,0,-10,8525
-11019,1,-18,-19,9,1964
-21247,-18,-18,-19,-10,9769
16097,1,1,-19,28,1040
-32767,1,1,0,28,10071
32767,-18,-18,0,9,1587
-32767,1,1,0,9,8148
32767,1,-37,-19,28,4509
-32767,1,-18,-19,9,4924
24343,-18,1,0,-10,7431
-24191,1,-18,0,-29,2737
-5679,-18,-18,-19,9,9241
2341,-18,1,-19,9,1417
-32767,-18,-18,-19,-10,10090
28457,1,-18,0,47,946
-32767,1,1,-19,28,9486
32767,-18,1,-19,47,2869
-32767,1,-18,-19,28,6507
32767,-18,1,-19,28,6187
-32767,1,1,-19,28,3698
10191,-18,-18,0,28,8449
-11265,1,-18,0,28,1964
-20870,-18,1,0,47,9713
15757,1,1,-19,28,1059
-32767,-18,-18,0,9,10165
32767,-18,-18,-19,28,1549
-32767,-18,1,0,9,8148
32767,-18,-18,-19,9,4547
-32767,-18,1,-19,28,4999
24702,1,-18,-19,-10,7431
-24663,-18,-18,-19,28,2699
-5226,-18,-18,-19,28,9260
1925,1,1,-19,47,1455
-32767,-18,-18,0,28,10090
28174,-18,-18,-38,47,965
-32767,-18,-18,-19,28,9562
32767,-18,-18,-19,28,2906
-32767,-18,1,-19,-10,6583
32767,-18,-18,-19,9,6055
-32767,-18,-18,-19,9,3661
10549,-18,-37,0,9,8468
-11623,-18,-18,-19,28,2002
-20511,-18,-18,-19,47,9731
15569,-18,-18,-19,28,1040
-32767,-18,-18,-19,47,10146
32767,-18,-18,-19,9,1549
-32767,-18,-37,-19,9,8167
32767,-18,-18,-19,28,4471
-32767,-18,-18,-19,47,5037
25022,-18,-18,-19,9,7450
-24851,-18,-18,-19,28,2756
-5057,-18,-18,-19,28,9166
1680,-18,-18,-19,47,1436
-32767,-18,-18,-19,28,10090
28061,1,1,0,28,965
-32767,-18,-18,0,28,9543
32767,-18,-18,-19,47,2831
-32767,-18,-18,-19,47,6602
32767,-18,-18,-19,47,6093
-32767,-18,-37,-19,47,3679
10492,-18,-18,-19,28,8449
-11453,-18,-18,-19,28,1983
-20605,-18,-18,-19,9,9750
15512,-18,-18,-19,28,1059
-32767,-18,-18,-19,28,10109
32767,-18,-18,-19,28,1568
-32767,-18,-18,-19,47,8223
32767,-18,-18,-19,28,4509
-32767,-18,1,-19,9,4943
24570,-18,1,-19,9,7450
-24663,-18,-18,-19,28,2699
-5321,-18,1,-19,9,9204
2020,-18,-18,-19,9,1474
-32767,-18,-18,-19,47,10090
28249,-18,1,-19,9,983
-32767,-18,-37,-19,47,9543
32767,-18,-37,-19,9,2831
-32767,-18,-18,-19,9,6564
32767,1,-18,-19,9,6130
-32767,-18,-18,0,28,3698
10228,-18,1,-19,28,8487
-11567,-18,-18,-19,28,1983
-20794,-18,-18,-19,9,9731
15663,-18,-18,-19,47,1021
-32767,-18,-18,-19,28,10165
32767,-18,-18,-19,9,1568
-32767,-18,-18,-19,9,8167
32767,1,1,-19,28,4603
-32767,-18,-18,-19,-10,4980
24456,-18,-18,-19,28,7450
-24625,-18,-18,0,28,2699
-5547,-18,-18,0,28,9204
2020,-18,-18,-19,28,1474
-32767,1,-18,0,9,10109
28212,-18,-18,0,47,946
-32767,1,-18,-19,9,9467
32767,1,-18,0,28,2888
-32767,1,-18,-19,28,6545
32767,-18,-18,-19,28,6168
-32767,-18,1,0,28,3698
10058,-18,-18,-19,28,8506
-11208,-18,-18,-19,28,1983
-21096,-18,-18,0,28,9750
15776,1,-18,0,9,1059
-32767,-18,1,-19,9,10146
32767,-18,-18,-19,28,1643
-32767,-18,-37,-19,28,8185
32767,-18,1,-19,28,4471
-32767,-18,-18,-19,9,4924
24287,-18,-18,0,47,7526
-24380,-18,-18,-19,28,2699
-5792,-18,-18,-19,28,9260
2322,-18,1,-19,28,1455
-32767,-18,-18,-19,-10,10146
28532,-18,1,-19,47,1002
-32767,-18,-18,-19,-10,9467
32767,-18,-18,-19,9,2888
-32767,-37,-18,-19,28,6583
32767,-18,-18,0,9,6206
-32767,1,-18,-19,9,3679
10077,-18,-18,0,9,8487
-11284,-18,-18,-19,28,2002
-21096,-18,1,-19,28,9788
15814,-18,-18,-19,65,1078
-32767,-18,1,-19,28,10127
32767,1,1,-19,-10,1587
-32767,-18,1,-19,9,8204
32767,-18,1,-19,-10,4584
-32767,1,-18,-19,-10,4924
24268,-18,-18,-19,28,7450
-24512,-18,-18,0,-29,2680
-5736,-18,-18,0,28,9222
2227,1,-18,0,47,1417
-32767,-18,1,-19,28,10090
28400,-18,1,0,28,946
-32767,-18,-18,0,9,9505
32767,-18,-18,-19,28,2944
-32767,-18,1,-19,28,6526
32767,-18,1,-19,65,6130
-32767,-18,1,0,28,3679
9983,-18,-18,-19,28,8506
-11133,1,-18,-19,28,1964
-21115,-37,-18,-19,47,9750
15870,-18,-18,0,9,1059
-32767,-18,1,-19,9,10127
32767,-18,-18,0,9,1587
-32767,-18,-18,0,9,8129
32767,-18,-18,-19,-10,4547
-32767,-18,-18,-19,28,4980
24173,-18,1,-19,9,7544
-24266,-18,-18,0,9,2661
-5792,-18,-18,0,9,9222
2416,1,-18,-19,9,1417
-32767,-37,-18,-19,-10,10071
28627,-18,1,0,28,983
-32767,-18,1,-19,28,9486
32767,-18,-18,-19,47,2963
-32767,-18,-18,0,28,6564
32767,1,1,0,9,6187
-32767,1,-18,0,9,3642
9870,-37,-18,-19,28,8468
-11303,-18,-18,-19,28,2002
-21077,-18,-18,-19,47,9788
16078,-18,-18,0,28,1040
-32767,-18,-18,-19,9,10090
32767,-18,-18,-19,9,1606
-32767,1,-18,-19,28,8167
32767,-18,1,-19,28,4547
-32767,-18,-18,-19,9,4943
24249,-18,-18,-19,9,7488
-24417,-18,-18,-19,28,2699
-5811,-18,1,-19,47,9279
2548,-18,-18,-19,47,1455
-32767,-37,-18,-19,28,10109
28646,1,-18,-19,9,1002
-32767,-18,1,-19,9,9486
32767,-18,-18,0,9,2850
-32767,1,1,0,28,6507
32767,-18,1,0,-10,6168
-32767,1,-18,-19,9,3698
9907,-18,-18,0,28,8506
-11133,-18,-18,0,9,1983
-21077,-18,1,-19,28,9750
15814,-18,-18,0,47,1059
-32767,-18,1,-19,9,10109
32767,-18,1,-19,9,1606
-32767,-18,-18,-19,9,8167
32767,-18,1,-19,9,4622
-32767,-18,1,0,28,4943
24249,-18,-18,-19,28,7450
-24266,-18,1,-19,-10,2661
-5792,-18,-18,0,28,9260
2378,-18,-18,-19,65,1455
-32767,1,-18,-19,9,10127
28589,1,1,-19,28,965
-32767,-18,1,-19,9,9524
32767,-18,1,-19,9,2944
-32767,-18,1,-19,28,6545
32767,-18,1,0,28,6130
-32767,-18,-18,0,47,3679
10134,-18,-18,0,28,8544
-11303,-18,-18,0,9,2002
-20813,1,1,-19,9,9731
15776,-18,-18,0,28,1040
-32767,-18,1,0,9,10146
32767,-18,1,-19,-10,1606
-32767,-18,1,0,47,8167
32767,-18,-18,0,28,4471
-32767,-18,1,0,28,4962
24551,-18,1,-19,-10,7431
-24417,-18,-18,-19,28,2718
-5472,-18,1,-19,9,9222
2284,-18,-18,0,9,1436
-32767,-37,1,-19,9,10109
28419,-18,-18,0,9,965
-32767,-18,-18,0,9,9486
32767,-18,-18,-19,28,2869
-32767,-18,1,-19,28,6621
32767,-18,1,0,-10,6187
-32767,1,1,0,28,3698
10285,-18,-18,-19,28,8412
-11303,-18,-18,-19,9,1983
-20775,1,1,-19,28,9713
15625,1,-18,0,47,1078
-32767,-18,1,0,28,10146
32767,-18,1,-19,9,1606
-32767,-18,-18,0,9,8242
32767,-18,1,-19,9,4509
-32767,-18,-18,0,9,4962
24702,-18,1,0,47,7488
-24549,-18,1,-19,47,2718
-5207,1,-18,-19,47,9260
1888,1,1,0,28,1455
-32767,-18,1,-19,28,10127
28155,-18,-18,0,28,946
-32767,1,-18,0,28,9562
32767,-18,-18,0,9,2831
-32767,-18,-18,-19,47,6658
32767,-18,-18,0,47,6093
-32767,-18,-18,0,47,3755
10662,-18,1,0,47,8468
-11906,1,-18,0,9,2020
-20285,1,-18,-19,28,9731
15399,-18,-18,0,47,1059
-32767,-18,1,-19,28,10165
32767,-18,-18,-19,28,1530
-32767,-18,1,0,28,8223
32767,-18,-18,-19,28,4471
-32767,-18,1,-19,-10,5093
25041,-18,-18,0,9,7431
-25097,-18,-18,-19,9,2699
-4868,-18,1,-19,9,9185
1661,-37,1,0,28,1474
-32767,-18,-18,-19,-10,10090
27834,-18,1,-19,47,927
-32767,-18,1,-19,47,9543
32767,-18,-18,0,47,2869
-32767,-18,1,-19,28,6639
32767,-18,-18,0,28,5998
-32767,-18,-18,0,28,3698
11021,-18,-18,0,-10,8412
-12020,-18,1,0,28,2039
-20058,-18,-18,-19,28,9713
15021,-18,1,0,28,1059
-32767,1,1,0,9,10165
32767,-18,1,0,9,1568
-32767,1,-18,-19,28,8242
32767,1,-18,-19,28,4396
-32767,1,-18,-19,28,5037
25117,-18,-18,-19,28,7507
-24964,-18,1,-19,9,2756
-4830,-18,-18,-19,28,9222
1756,1,1,-19,9,1455
-32767,-18,-18,0,47,10090
27947,-18,-18,-19,-10,965
-32767,-18,-18,0,28,9524
32767,-18,-18,0,9,2812
-32767,-18,1,0,47,6639
32767,-18,1,0,28,6093
-32767,-18,1,-19,28,3755
10776,-18,-18,0,9,8468
-11831,-18,-18,-19,9,1964
-20304,-18,-18,-19,9,9750
15153,-18,-18,-19,28,1059
-32767,-18,-18,-19,28,10146
32767,-18,-18,-19,9,1549
-32767,-18,-18,0,-10,8280
32767,-18,-18,-19,9,4528
-32767,-18,-18,-19,47,4980
24928,-18,-18,0,47,7412
-24889,-18,-18,-19,28,2737
-5057,-18,1,0,9,9222
1850,1,-18,-19,28,1417
-32767,-18,1,0,28,10090
28174,-18,-18,0,47,983
-32767,-18,1,-19,28,9524
32767,-18,-18,-19,-10,2906
-32767,-18,-18,0,9,6526
32767,-18,-18,-19,28,6130
-32767,-18,1,0,28,3698
10285,-18,1,0,9,8487
-11303,-18,-18,0,9,2002
-20756,-18,-18,0,28,9731
15569,1,-18,-19,28,1040
-32767,-18,-18,-19,47,10165
32767,1,-18,-19,28,1587
-32767,-37,-18,-19,28,8185
32767,-18,1,0,9,4490
-32767,-18,1,-19,47,4980
24456,-18,-18,-19,9,7507
-24474,-18,1,-19,9,2661
-5509,-18,-18,-19,47,9204
2341,-18,-18,-19,47,1436
-32767,1,-18,-19,28,10109
28438,-18,-18,0,28,965
-32767,-18,1,-19,9,9467
32767,-18,-18,-19,28,2906
-32767,-18,-18,-19,-10,6564
32767,-18,-18,-19,9,6187
-32767,1,1,-19,9,3679
10172,-18,-18,-19,28,8506
-11416,1,-18,-19,47,1983
-20851,-18,-18,-19,65,9750
15757,1,-18,0,47,1040
-32767,-18,-18,-19,47,10109
32767,1,-18,-19,28,1624
-32767,-18,-18,-19,47,8204
32767,-18,1,-19,9,4471
-32767,1,-18,-19,28,4980
24626,-18,1,-19,28,7469
-24549,1,-18,-19,47,2737
-5340,1,1,-19,47,9222
2058,1,-18,-19,47,1455
-32767,-18,1,-19,9,10071
28212,-18,-18,-19,47,965
-32767,-18,1,0,28,9486
32767,1,1,0,47,2831
-32767,-18,-18,-19,47,6583
32767,-18,1,-19,28,6149
-32767,-18,-18,-19,9,3698
10474,-18,-18,-19,9,8468
-11491,-18,-18,0,9,1964
-20624,-18,1,-19,28,9769
15606,-18,-18,-19,47,1078
-32767,1,1,0,65,10165
32767,1,-18,-19,28,1549
-32767,-18,-18,-19,9,8204
32767,-18,-18,-19,9,4509
-32767,1,-18,-19,47,4980
24796,-18,-18,0,-10,7450
-24889,-18,-18,-19,9,2699
